index_code,date,State,region,wig,keto,wtm,incel,homophobic,cryptocurrency,poc,mukbang,oof,rng,jit,juuling
27,12/27/2015,Nebraska,NE,0.05616477964749484,0.03370312251230855,0.0,0.0,0.0,0.0,0.014953164371190205,0.0,0.0,0.0,0.0,0.0
28,12/27/2015,Nevada,NV,0.08406184701385258,0.01814909639973273,0.0,0.0,0.009093927387345832,0.0,0.011348030027976113,0.0,0.006826905263426961,0.006813985780138367,0.0,0.0
29,12/27/2015,New Hampshire,NH,0.04803267743124031,0.052711406273845775,0.0,0.0,0.0,0.0,0.02132426058023857,0.0,0.016031117625020394,0.0,0.0,0.0
30,12/27/2015,New Jersey,NJ,0.07178628911255419,0.020398146049279142,0.0,0.0014029670156596827,0.0021087742964314414,0.0014029670156596827,0.012664640761588807,0.0014071823234891665,0.004217548667769729,0.0021127725991292126,0.0014113989796418708,0.0
31,12/27/2015,New Mexico,NM,0.06844513196144607,0.034161857128449026,0.0,0.0,0.008560010717851245,0.0,0.017117353853116867,0.0,0.0,0.0,0.008560010717851245,0.0
32,12/27/2015,New York,NY,0.07496358469244482,0.022052320362726873,0.0005511122849712949,0.0010978039424493075,0.0044057664245556825,0.0013785636387784834,0.01102381132740585,0.0008274513538071885,0.0013785636387784834,0.002480788208721073,0.0024839199890289037,0.0
33,12/27/2015,North Carolina,NC,0.08283435969607031,0.025064810320424884,0.0,0.0012893265892632807,0.001928343031339112,0.0,0.007698775178167412,0.0,0.003853036825880965,0.0057923276425187,0.002565042005425666,0.0
34,12/27/2015,North Dakota,ND,0.043681765814067894,0.0327923530232052,0.0,0.0,0.0,0.0,0.0,0.0,0.021840882907033947,0.0,0.0,0.0
35,12/27/2015,Ohio,OH,0.12384072362361934,0.02543466983692812,0.0,0.0,0.003910462061671105,0.0,0.014342064511961216,0.0,0.0013056805514227888,0.00520515617586294,0.001957082840419136,0.0
36,12/27/2015,Oklahoma,OK,0.04613121434691173,0.029072373976237933,0.0,0.0,0.004813112247965815,0.004813112247965815,0.00962622449593163,0.0,0.004813112247965815,0.0072715402389263665,0.0,0.0
37,12/27/2015,Oregon,OR,0.033351830080718174,0.03480620948476457,0.0,0.0,0.007247172967144748,0.0029122005529277272,0.00870979369725127,0.0,0.004346655485112085,0.011555447607799736,0.0,0.0
38,12/27/2015,Pennsylvania,PA,0.07217527391978372,0.021272631636161218,0.0022444209308360445,0.0,0.004475771441089604,0.0,0.00894836368583811,0.0,0.0016800039166692175,0.00334702737587752,0.004472592169841661,0.0
39,12/27/2015,Rhode Island,RI,0.07118605112047191,0.0,0.0,0.0,0.0,0.0,0.019437785981181004,0.0,0.012930235192491354,0.0,0.0,0.0
40,12/27/2015,South Carolina,SC,0.11026274242017238,0.022406114757867242,0.0034825027732330737,0.0,0.0034825027732330737,0.0,0.017053434118906072,0.0,0.0034825027732330737,0.0034463226918998047,0.0034825027732330737,0.0
41,12/27/2015,South Dakota,SD,0.01741207049254624,0.03461700984904645,0.0,0.0,0.017308504961976647,0.0,0.0,0.0,0.0,0.017516285390560375,0.0,0.0
42,12/27/2015,Tennessee,TN,0.05481049504023386,0.019321528009971833,0.0,0.0,0.004292994243406668,0.0,0.004292994243406668,0.0,0.004279957830532088,0.006448652809408099,0.002159264281921394,0.0
43,12/27/2015,Texas,TX,0.07520893622248467,0.026474488390195866,0.0,0.0,0.001778138251491496,0.0008939524528243223,0.006886967819437103,0.0,0.0020011955567018004,0.0037805977863060074,0.001999931578589089,0.0
44,12/27/2015,Utah,UT,0.03900169666327405,0.043630016944130726,0.0,0.0,0.004557237654441913,0.0,0.02065792838312448,0.0,0.0,0.004557237654441913,0.004621432821123993,0.0
45,12/27/2015,Vermont,VT,0.07002471680959527,0.0,0.0,0.0,0.0,0.0,0.05822459085957711,0.0,0.0,0.0,0.0,0.0
46,12/27/2015,Virginia,VA,0.08208228582757741,0.0386518732298328,0.0,0.0,0.0031513205824818336,0.0015838442761107348,0.006311607888916619,0.0,0.001577901990955866,0.0031513205824818336,0.0039425132776747165,0.0
47,12/27/2015,Washington,WA,0.04987258386761634,0.03871134836635972,0.0017116932577017191,0.0,0.005135079773105157,0.003455650242128026,0.01462026951032109,0.0017197442454671686,0.0034346021675819385,0.005159232811308351,0.002577173243977976,0.0
48,12/27/2015,West Virginia,WV,0.10479925568003873,0.023263485403945326,0.0,0.0,0.01165224545468276,0.0,0.023329678785640726,0.0,0.011648291047396512,0.0,0.0,0.0
49,12/27/2015,Wisconsin,WI,0.056167309551298256,0.021750504052471212,0.0,0.0,0.003836189002888394,0.002522918440427999,0.005045836880855998,0.0,0.005045836880855998,0.003836189002888394,0.005045836880855998,0.0
50,12/27/2015,Wyoming,WY,0.03261064819192391,0.04886964337766919,0.0,0.0,0.03227182984751818,0.0,0.06590935006804999,0.0,0.0,0.0,0.0,0.0
51,01/03/2016,Alabama,AL,0.0780074896073999,0.010634976558588067,0.0,0.0,0.0,0.0,0.008869545054943652,0.0,0.00354675831483271,0.0,0.010661840625347335,0.0
52,01/03/2016,Alaska,AK,0.05557906144855063,0.06671480644987582,0.0,0.0,0.02220048145910589,0.0,0.02227629864760387,0.0,0.02227629864760387,0.022238268816625273,0.0,0.0
53,01/03/2016,Arizona,AZ,0.04998992499181293,0.02083457969897397,0.0,0.0,0.0052047561733074175,0.0,0.008330098612292933,0.0,0.0020889225591164844,0.0,0.002082524690526656,0.0
54,01/03/2016,Arkansas,AR,0.0701842509374354,0.043453098135935585,0.0,0.0,0.0,0.0,0.006624677454587274,0.0,0.006741749513394458,0.006624677454587274,0.01348349895188207,0.0
55,01/03/2016,California,CA,0.05489839582653034,0.026934377695361326,0.0002948048796934973,0.0,0.004856016791735743,0.0010306769967371576,0.008825644250127199,0.0004416559302497597,0.0017666236460921931,0.0063270307589852765,0.003237637613341726,0.0
56,01/03/2016,Colorado,CO,0.039082953062551815,0.020628735911976476,0.0,0.0,0.004342550365252484,0.0021639449859826108,0.02715877950354336,0.0,0.0043278899719652215,0.007604328507354188,0.004357354654590149,0.0
57,01/03/2016,Connecticut,CT,0.06261448055348662,0.023690326258271655,0.0,0.0,0.011840108452647935,0.003389026295884103,0.013534440850371547,0.0,0.0,0.005077942703950055,0.003383610231319598,0.0
58,01/03/2016,Delaware,DE,0.06844952225166688,0.030437166291079624,0.0,0.0,0.01517974357156024,0.01517974357156024,0.0,0.0,0.01517974357156024,0.01517974357156024,0.0,0.0
59,01/03/2016,District of Columbia,DC,0.09254716362154197,0.012077380230693624,0.0,0.0,0.0,0.0,0.01206535813141536,0.0,0.0,0.0,0.0,0.0
60,01/03/2016,Florida,FL,0.06005885501271491,0.02457258747535474,0.000609330559535837,0.0,0.002125705266022632,0.0,0.011829231753945792,0.0,0.0015162893126828075,0.003335473968732194,0.003941264580558507,0.0
61,01/03/2016,Georgia,GA,0.08067727999739409,0.022656617556772393,0.0011061720857990412,0.0011061720857990412,0.003867236542067766,0.001105160618662859,0.006080859673147679,0.0011041539455647952,0.0033185163323039687,0.005527453890377701,0.004420642324837744,0.0
62,01/03/2016,Hawaii,HI,0.029247753149128548,0.02921863933016843,0.0,0.0,0.009725995095889268,0.0,0.009725995095889268,0.0,0.0,0.0,0.0,0.0
63,01/03/2016,Idaho,ID,0.03879775146518521,0.04833531487033748,0.0,0.0,0.009739220873269535,0.0,0.009739220873269535,0.0,0.0,0.009739220873269535,0.0,0.0
64,01/03/2016,Illinois,IL,0.06248709135011396,0.023955898366934212,0.0,0.0,0.002138851042891794,0.0017225592447249426,0.008985219726546104,0.0,0.0012843333738422065,0.004281537391185326,0.004281537391185326,0.0
65,01/03/2016,Indiana,IN,0.0464400994663733,0.019547960318017643,0.0,0.0,0.002444407976296352,0.0,0.0036684377438992648,0.0,0.002451247495647858,0.0036684377438992648,0.0036647861100829464,0.0
66,01/03/2016,Iowa,IA,0.08114317638213586,0.012680753074264398,0.0,0.0,0.0,0.005084130833372194,0.007606935939742794,0.0,0.005063514596791009,0.0,0.0,0.0
67,01/03/2016,Kansas,KS,0.03459528618965987,0.029983040693149117,0.004618842392589338,0.0,0.0,0.009211373905474189,0.0,0.004618842392589338,0.004618842392589338,0.006921813285502257,0.009211373905474189,0.0
68,01/03/2016,Kentucky,KY,0.036803547338917796,0.023242518228792492,0.0,0.0,0.0038864323950426197,0.0,0.005813522983923243,0.0,0.0038864323950426197,0.007747506051295215,0.0,0.0
69,01/03/2016,Louisiana,LA,0.12092659406960363,0.0175559869176123,0.0,0.0,0.0,0.0,0.005848110845346368,0.0,0.007816061096018793,0.0039006829729775856,0.0,0.0
70,01/03/2016,Maine,ME,0.03975987873558483,0.01702782893659401,0.0,0.0,0.0,0.0,0.02840233726107453,0.0,0.011346866350129662,0.011368204913423002,0.0,0.0
71,01/03/2016,Maryland,MD,0.09103142210262107,0.023290344526852785,0.0,0.0,0.004234608102601129,0.0021367863105995833,0.0052948416177559235,0.0,0.0042735726211991665,0.0,0.00419623429938752,0.0
72,01/03/2016,Massachusetts,MA,0.04726913098008849,0.016714170078768992,0.0,0.0,0.003634081868976975,0.0,0.010908762277777878,0.0,0.0021800146766630542,0.0021800146766630542,0.002182186900278706,0.0
73,01/03/2016,Michigan,MI,0.05853729675251237,0.015782342252881706,0.0013281952270989454,0.0013281952270989454,0.0026054621138474677,0.0,0.010522871497805997,0.0,0.002628752899350921,0.002630717855724788,0.005261435786356421,0.0
74,01/03/2016,Minnesota,MN,0.041837955757246935,0.029064168530556853,0.0,0.0,0.0034888115026766343,0.00464367610929853,0.00929539414263419,0.0,0.004655222475200368,0.005806582639957555,0.002324716724725802,0.0
75,01/03/2016,Mississippi,MS,0.1305777552042503,0.049132177564301466,0.0,0.0,0.007018882519886901,0.0,0.007018882519886901,0.0,0.0,0.007018882519886901,0.007100835178294559,0.0
76,01/03/2016,Missouri,MO,0.0494886908532167,0.037409639300983975,0.0,0.0,0.0048236771843765585,0.002392443599364389,0.008445942198832221,0.0,0.004870306620857806,0.0024136414126948386,0.002392443599364389,0.0
77,01/03/2016,Montana,MT,0.01697919664087502,0.05062921978772702,0.0,0.0,0.0,0.0,0.0,0.0,0.017082934157562124,0.0,0.0,0.0
78,01/03/2016,Nebraska,NE,0.029566488069345875,0.029566488069345875,0.0,0.0,0.007446010492152426,0.007446010492152426,0.0,0.0,0.0,0.007446010492152426,0.007446010492152426,0.0
79,01/03/2016,Nevada,NV,0.05566906067521986,0.019258250751775778,0.0,0.0,0.0,0.0,0.012838833859486136,0.0042614111202812326,0.004302209058832257,0.004302209058832257,0.0,0.0
80,01/03/2016,New Hampshire,NH,0.010202320610930704,0.03044237651163241,0.0,0.0,0.010147458837210806,0.010147458837210806,0.015311101414519824,0.0,0.010147458837210806,0.0,0.010257945685407305,0.0
81,01/03/2016,New Jersey,NJ,0.0718346665002776,0.011744539078032806,0.0,0.0,0.006218182797663731,0.001385062931237259,0.016579068841107224,0.001385062931237259,0.002073415568660214,0.005530484097002894,0.006218182797663731,0.0
82,01/03/2016,New Mexico,NM,0.042705138076496375,0.03418962891636332,0.0,0.0,0.0,0.008536632516058974,0.017073265107024796,0.0,0.0,0.008541027600317904,0.0,0.0
83,01/03/2016,New York,NY,0.06090272429912775,0.02047224772119911,0.0015776664838332891,0.0005238503130481798,0.00446099539163273,0.0010477006260963596,0.011021467267486386,0.0007876957440127347,0.0020994764842209245,0.002621993305603673,0.002097908309408218,0.0
84,01/03/2016,North Carolina,NC,0.06636755951229595,0.022529904312774445,0.0,0.0012189208960122263,0.0018275848595290388,0.002433289703017136,0.007303062537693172,0.0,0.001217783510468585,0.0048711339669674945,0.001217783510468585,0.0
85,01/03/2016,North Dakota,ND,0.030645339306441158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020597949048619803,0.0,0.0
86,01/03/2016,Ohio,OH,0.0509256289473328,0.026982101745577372,0.002478528044468683,0.0,0.003643599233151955,0.0012145330777173185,0.008587546699015578,0.0012145330777173185,0.0030660646070899134,0.004912667565649191,0.0012267924069756099,0.0
87,01/03/2016,Oklahoma,OK,0.06290047533944133,0.039584411846778016,0.0,0.0,0.004675062452140565,0.004675062452140565,0.006992035082447354,0.0,0.0,0.011644111694852919,0.006985075037981274,0.0
88,01/03/2016,Oregon,OR,0.04779836424887542,0.021706469613842202,0.0,0.0,0.007242700878648536,0.0,0.007242700878648536,0.0,0.0029067983461296587,0.002896214982634897,0.002896214982634897,0.0
89,01/03/2016,Pennsylvania,PA,0.06038685815693875,0.017261611029423574,0.0,0.0,0.0032375591858743794,0.00108251837662864,0.007005580487337811,0.0,0.0026990402397859214,0.0043300736563282516,0.003772855414744444,0.0
90,01/03/2016,Rhode Island,RI,0.056037188794893805,0.012442382337886861,0.0,0.0,0.01246661635039015,0.0,0.01246661635039015,0.0,0.0,0.0,0.0,0.0
91,01/03/2016,South Carolina,SC,0.04949461740793399,0.018140632525434318,0.0,0.0,0.006579482034758258,0.0,0.006579482034758258,0.0,0.0049519263932436015,0.0,0.0,0.0
92,01/03/2016,South Dakota,SD,0.02549330878833757,0.04245501258337253,0.0,0.0,0.0,0.0,0.034025337679479455,0.0,0.0,0.0,0.0,0.0
93,01/03/2016,Tennessee,TN,0.06453960551183177,0.024595404849593976,0.0,0.0,0.002048342075138246,0.0,0.005119325215524168,0.0,0.0030740430850288184,0.0030740430850288184,0.0030740430850288184,0.0
94,01/03/2016,Texas,TX,0.0570019224489862,0.029790822835901103,0.0,0.00043177908812272854,0.001941393376886975,0.0006473461582137704,0.008632356872937655,0.0008670716069316373,0.0021595405383679793,0.0032399558303994594,0.0017264714045502692,0.0
95,01/03/2016,Utah,UT,0.0445678045084679,0.044527893017527756,0.0,0.0,0.008905578618486919,0.0,0.013351716012573686,0.0,0.004423690808733264,0.008964369256258717,0.004452789271790037,0.0
96,01/03/2016,Vermont,VT,0.03338050524519044,0.033347277542269786,0.0,0.0,0.022300752511699006,0.0,0.044518416177956245,0.0,0.0,0.022184910722924014,0.0,0.0
97,01/03/2016,Virginia,VA,0.07325494104224131,0.026167104628640737,0.001487878794096056,0.0,0.0029918660806185784,0.001501798283773455,0.014939232746603819,0.0,0.001487878794096056,0.0014948165163221482,0.003740390862766793,0.0
98,01/03/2016,Washington,WA,0.03928249044221796,0.03674228485014794,0.0016662040532242472,0.003332408031541649,0.004998612084765896,0.0,0.009196801452823663,0.0,0.0016705576390907144,0.005011672842365298,0.0033498942106724517,0.0
99,01/03/2016,West Virginia,WV,0.04306544869304263,0.043342048437701224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,01/03/2016,Wisconsin,WI,0.04794909277738749,0.0233588725302051,0.002466548117744492,0.0,0.002451563977070532,0.002451563977070532,0.0086047403669143,0.0,0.0,0.0036903697941303177,0.004933096235488984,0.0
101,01/03/2016,Wyoming,WY,0.06378452735448226,0.031535840576168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,01/10/2016,Alabama,AL,0.07646711684497347,0.019582140311666454,0.0,0.0,0.007064443185495079,0.0,0.008882691655788115,0.0,0.0,0.0035322215927475393,0.00355531102865001,0.0
103,01/10/2016,Alaska,AK,0.03382036236244988,0.04497585812666215,0.0,0.0,0.0,0.0,0.022395730721488635,0.0,0.0,0.0,0.0,0.0
104,01/10/2016,Arizona,AZ,0.047722336721954986,0.03921230085521647,0.0,0.0,0.00848600627501687,0.004243003137508435,0.013802151025128159,0.0,0.0031779348349110165,0.006369198294301313,0.002120844635718276,0.0
105,01/10/2016,Arkansas,AR,0.0828150535802187,0.012770055292735276,0.0,0.0,0.0,0.0,0.006402054309454087,0.0,0.009572533441301665,0.0063480279717832,0.0,0.0
106,01/10/2016,California,CA,0.04487602850011018,0.02613623926290987,0.0009028460676959636,0.0,0.003928509442889168,0.001208480005337802,0.011480560163069387,0.001057894698714521,0.003625440016013406,0.005592542845541521,0.0027228774707280514,0.0
107,01/10/2016,Colorado,CO,0.04666140065549528,0.02332372136930304,0.0,0.0,0.002220974488907428,0.002251168389674304,0.020002728092335508,0.0,0.002191396921666176,0.003334951193856729,0.002191396921666176,0.0
108,01/10/2016,Connecticut,CT,0.07664527049251839,0.027846119924761676,0.0,0.0,0.0034874647524995315,0.0,0.015687396702476764,0.0,0.0069645964052754625,0.012202525299878864,0.0,0.0
109,01/10/2016,Delaware,DE,0.1255302323950203,0.023589368759345433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,01/10/2016,District of Columbia,DC,0.05594383082017459,0.015081025562597022,0.0,0.0,0.0,0.004341290806643663,0.010754791855894938,0.0,0.004341290806643663,0.004341290806643663,0.0,0.0
111,01/10/2016,Florida,FL,0.06129968511237028,0.029734108540982584,0.0006187886723959452,0.0,0.0018533967098281186,0.0012375774196987362,0.008669532391342147,0.0,0.0034079451433439165,0.004027041008713681,0.006808108813752863,0.0
112,01/10/2016,Georgia,GA,0.07306870022692452,0.026021120774636024,0.0011145762593415102,0.0,0.0055338510848059195,0.0011004023860164422,0.011078142161404117,0.0,0.001659459365939275,0.002773885511962196,0.004426384908342235,0.0
113,01/10/2016,Hawaii,HI,0.040341648444883596,0.015041099165194593,0.0,0.0,0.01008541214867432,0.0,0.0,0.0,0.009990564950957653,0.009990564950957653,0.01008541214867432,0.0
114,01/10/2016,Idaho,ID,0.04029644441076733,0.04534932792840292,0.0,0.0,0.0,0.02021909741474296,0.020078281533830115,0.0,0.010039140766915058,0.01512699462032743,0.010039140766915058,0.0
115,01/10/2016,Illinois,IL,0.06130266108643925,0.02758454619370374,0.0008651405084519826,0.0,0.003500571577808979,0.0008867193729060162,0.011819589445152344,0.0008867193729060162,0.0021909533982333584,0.0056887728985348706,0.004373650414130624,0.0
116,01/10/2016,Indiana,IN,0.0611218214292247,0.02122078239105095,0.0,0.0,0.006241867817895596,0.0025135851972795113,0.011240066416873761,0.0025135851972795113,0.0025135851972795113,0.0037388482311884377,0.002476926910643911,0.0
117,01/10/2016,Iowa,IA,0.09821258573419006,0.028426063480071477,0.0,0.005138207808070708,0.0,0.010403372906642339,0.01032345876313093,0.005138207808070708,0.0,0.0,0.005169851980275311,0.0
118,01/10/2016,Kansas,KS,0.056912924052681085,0.027306750785975623,0.0,0.0,0.009145658279640052,0.0,0.0,0.0,0.004538984504118979,0.004572829139820026,0.0,0.0
119,01/10/2016,Kentucky,KY,0.05673139577683489,0.029383230568968934,0.0,0.0,0.005859443427110853,0.0,0.005859443427110853,0.0,0.003910889929573191,0.003910391499422546,0.0,0.0
120,01/10/2016,Louisiana,LA,0.10307780011277691,0.017862897417716912,0.0,0.0,0.00393425966689191,0.0,0.011973602189403052,0.0,0.0,0.00393425966689191,0.0,0.0
121,01/10/2016,Maine,ME,0.05322383434163528,0.023663299418936887,0.0,0.0,0.011938243911072897,0.0,0.02370047800852205,0.0,0.0,0.0,0.0,0.0
122,01/10/2016,Maryland,MD,0.07022615315270431,0.023397042586798672,0.0022413240571182644,0.0,0.0022413240571182644,0.0,0.008917161988370486,0.0022173107950889674,0.003340433176445365,0.005576728811925121,0.0022292904970926215,0.0
123,01/10/2016,Massachusetts,MA,0.05577700758209563,0.025977214127085615,0.0,0.0,0.0030561428208555202,0.0030766533638775587,0.01452868263305931,0.0,0.0030561428208555202,0.005350650813259016,0.00381777772421439,0.0
124,01/10/2016,Michigan,MI,0.05172600821807049,0.01988244350364093,0.0,0.0,0.0033192998579089803,0.002636374895611599,0.007304127563223961,0.0,0.0026579416251566452,0.005977241483065625,0.002653772085409825,0.0
125,01/10/2016,Minnesota,MN,0.03650604596259627,0.024339914228560643,0.0,0.0,0.0024347565288677414,0.0,0.009739025965657275,0.0024347565288677414,0.0024145791714949467,0.0060907165900537805,0.004829158268083048,0.0
126,01/10/2016,Mississippi,MS,0.13507511622147284,0.021324123275990578,0.0,0.0,0.007167975757052609,0.0,0.014238417782370985,0.0,0.007167975757052609,0.0,0.007167975757052609,0.0
127,01/10/2016,Missouri,MO,0.05518577099583583,0.03070503347058462,0.0,0.0,0.002451449144876222,0.0,0.007362729960092757,0.002457061540283054,0.004902898289752444,0.007362729960092757,0.004902898289752444,0.0
128,01/10/2016,Montana,MT,0.026462746966868077,0.017709614041421844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017537429945123598,0.0,0.0
129,01/10/2016,Nebraska,NE,0.04474647463871326,0.03730436821644683,0.0,0.0,0.0,0.0,0.0074026044470511835,0.0,0.0,0.015058404069759036,0.0074026044470511835,0.0
130,01/10/2016,Nevada,NV,0.04016418431485245,0.026813530930790495,0.0,0.0,0.0066893547217276575,0.004432349440830248,0.01784295526783931,0.004432349440830248,0.004432349440830248,0.008992800823669083,0.004432349440830248,0.0
131,01/10/2016,New Hampshire,NH,0.016011687463432494,0.02132657842276207,0.0,0.0,0.0,0.0,0.021360085678030525,0.01061328833013945,0.010714083131397024,0.010663289173927615,0.0,0.0
132,01/10/2016,New Jersey,NJ,0.06009022562511937,0.017658701955856917,0.0,0.0,0.004245195511065554,0.0,0.01131756009548319,0.0028276520726925303,0.004240024841327245,0.00282716907335208,0.00989678217951701,0.0
133,01/10/2016,New Mexico,NM,0.0524941045859311,0.034977751254861765,0.0,0.0,0.0,0.0,0.008759117607875714,0.0,0.0,0.0,0.00872989869461121,0.0
134,01/10/2016,New York,NY,0.05812849032051982,0.018562335294500173,0.0005372808857443254,0.0,0.0037647516925596904,0.0010744356283606548,0.010486314934666726,0.0005372808857443254,0.004309577944861641,0.0053755598113480385,0.0029551207522283862,0.0
135,01/10/2016,North Carolina,NC,0.078163133747841,0.01270926374330372,0.0,0.0,0.0025418527186980054,0.0,0.005729152781980582,0.0012660993247648998,0.0012709263968024257,0.005075718270263017,0.0037982980492015446,0.0
136,01/10/2016,North Dakota,ND,0.06264503108574541,0.020881677003612858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,01/10/2016,Ohio,OH,0.05244380059413878,0.03744752883144075,0.0,0.001232370569954001,0.0031189928853111006,0.0012647101024063398,0.012475971616151247,0.0,0.0012647101024063398,0.005615756327180311,0.005058840409625359,0.0
138,01/10/2016,Oklahoma,OK,0.06376628963496951,0.03535319567595949,0.0,0.0,0.004720681844715696,0.0047600873399138,0.0,0.0,0.0,0.0047600873399138,0.004720681844715696,0.0
