index,date,State,region,blockchain,gekyume,ibf,incel,jit,juuling,mukbang,rng,uwu,zaddy
986,05/08/2016,Kentucky,KY,0.01823,0,0,0,0,0,0,0.02748,0,0.01839
987,05/08/2016,Louisiana,LA,0.03639,0,0,0.01808,0.01797,0,0,0.0452,0,0.01819
988,05/08/2016,Maine,ME,0.10674,0,0,0,0,0,0.05337,0,0,0
989,05/08/2016,Maryland,MD,0.0229,0,0,0.01845,0.00909,0,0,0.03206,0.00923,0
990,05/08/2016,Massachusetts,MA,0.07483,0,0.01437,0,0.00707,0,0,0.0392,0,0
991,05/08/2016,Michigan,MI,0.01215,0,0,0,0.01215,0,0.00606,0.03645,0.00609,0.00606
992,05/08/2016,Minnesota,MN,0.02077,0,0.01044,0,0.02077,0,0,0.04154,0,0
993,05/08/2016,Mississippi,MS,0,0,0,0,0.03343,0,0,0.10028,0,0
994,05/08/2016,Missouri,MO,0.02727,0,0,0,0.02207,0,0,0.02183,0,0
995,05/08/2016,Montana,MT,0,0,0,0,0,0,0,0,0,0
996,05/08/2016,Nebraska,NE,0,0,0,0,0.03148,0,0,0.09503,0,0
997,05/08/2016,Nevada,NV,0.04303,0,0,0.0216,0.02144,0,0.0216,0.0432,0,0
998,05/08/2016,New Hampshire,NH,0.1433,0,0,0,0,0,0,0.04777,0,0
999,05/08/2016,New Jersey,NJ,0.0557,0,0.00928,0,0.01547,0,0.00622,0.03094,0,0.00622
1000,05/08/2016,New Mexico,NM,0,0,0,0,0,0,0,0.04042,0,0
1001,05/08/2016,New York,NY,0.06532,0,0.00594,0,0.01069,0,0.00594,0.03325,0.00474,0.00356
1002,05/08/2016,North Carolina,NC,0.02085,0,0.006,0,0.01192,0,0,0.02384,0,0
1003,05/08/2016,North Dakota,ND,0.10176,0,0,0,0,0,0,0,0,0
1004,05/08/2016,Ohio,OH,0.02052,0,0,0,0.01173,0,0.00584,0.02347,0,0
1005,05/08/2016,Oklahoma,OK,0.02199,0,0,0,0,0,0,0.04378,0,0
1006,05/08/2016,Oregon,OR,0.0429,0,0,0,0,0,0.0143,0.02851,0,0
1007,05/08/2016,Pennsylvania,PA,0.05342,0,0.00509,0,0.01526,0,0.00509,0.03816,0.00508,0.00763
1008,05/08/2016,Rhode Island,RI,0.11554,0,0,0,0,0,0,0.05777,0,0
1009,05/08/2016,South Carolina,SC,0.03184,0,0,0,0.02396,0,0,0.01603,0.01592,0
1010,05/08/2016,South Dakota,SD,0,0,0,0,0,0,0.0995,0,0,0
1011,05/08/2016,Tennessee,TN,0.01,0,0.01,0,0.00991,0,0,0.02,0,0
1012,05/08/2016,Texas,TX,0.02137,0,0.00291,0,0.01652,0,0.00578,0.03399,0,0.00196
1013,05/08/2016,Utah,UT,0.04375,0,0,0,0.02219,0,0,0.06562,0,0
1014,05/08/2016,Vermont,VT,0.10487,0,0,0,0.1055,0,0,0,0,0
1015,05/08/2016,Virginia,VA,0.04351,0,0,0,0.0144,0,0.0073,0.03988,0,0
1016,05/08/2016,Washington,WA,0.04759,0,0.0317,0.00793,0.01585,0,0,0.04362,0.00794,0.00793
1017,05/08/2016,West Virginia,WV,0,0,0,0,0,0,0,0.10897,0,0
1018,05/08/2016,Wisconsin,WI,0.0233,0,0.02341,0,0.0232,0,0.01171,0.05243,0,0
1019,05/08/2016,Wyoming,WY,0.14592,0,0,0,0,0,0,0,0,0
1020,05/15/2016,Alabama,AL,0.01699,0,0,0,0.01699,0,0,0.01699,0,0.01699
1021,05/15/2016,Alaska,AK,0,0,0,0,0,0,0,0,0,0
1022,05/15/2016,Arizona,AZ,0.02985,0,0,0,0,0,0.01491,0.02984,0.00993,0
1023,05/15/2016,Arkansas,AR,0,0,0.02908,0,0,0,0,0.02908,0,0
1024,05/15/2016,California,CA,0.04164,0,0.00205,0.00137,0.01092,0.00137,0.00615,0.02457,0.00273,0.00136
1025,05/15/2016,Colorado,CO,0.01546,0,0,0,0,0,0.01039,0.02078,0,0
1026,05/15/2016,Connecticut,CT,0.03289,0,0,0,0,0,0,0.02468,0,0
1027,05/15/2016,Delaware,DE,0.07305,0,0,0,0.07398,0,0,0,0,0
1028,05/15/2016,District of Columbia,DC,0.1178,0,0.01822,0,0,0,0,0.03606,0,0
1029,05/15/2016,Florida,FL,0.01185,0,0.00296,0,0.0237,0,0,0.01777,0.00296,0.00445
1030,05/15/2016,Georgia,GA,0.02251,0,0.00998,0,0.01752,0,0.005,0.01502,0,0.01004
1031,05/15/2016,Hawaii,HI,0.0443,0,0,0,0,0,0.04447,0,0,0
1032,05/15/2016,Idaho,ID,0,0,0,0,0,0,0,0,0.04558,0
1033,05/15/2016,Illinois,IL,0.0405,0,0.00772,0.00385,0.0135,0,0.00386,0.01157,0,0.00386
1034,05/15/2016,Indiana,IN,0.01147,0,0,0,0.01147,0,0,0.01147,0,0
1035,05/15/2016,Iowa,IA,0,0,0,0,0,0,0,0.02565,0,0
1036,05/15/2016,Kansas,KS,0.02389,0,0,0,0,0,0,0.02389,0,0
1037,05/15/2016,Kentucky,KY,0,0,0,0,0.01849,0,0,0.01847,0,0
1038,05/15/2016,Louisiana,LA,0.02673,0,0,0,0,0,0,0.03543,0,0.01791
1039,05/15/2016,Maine,ME,0.10714,0,0.05357,0,0,0,0.0531,0.10714,0,0
1040,05/15/2016,Maryland,MD,0.04753,0,0.0096,0,0.0094,0,0,0.01901,0,0
1041,05/15/2016,Massachusetts,MA,0.06151,0,0,0.00729,0.00724,0,0.00718,0.02172,0.00724,0.00718
1042,05/15/2016,Michigan,MI,0.01839,0,0.00606,0,0.02146,0,0.00613,0.01533,0,0.0062
1043,05/15/2016,Minnesota,MN,0.01686,0,0,0,0.01124,0,0.01129,0.02257,0,0
1044,05/15/2016,Mississippi,MS,0.03378,0,0,0,0.03342,0,0,0,0,0
1045,05/15/2016,Missouri,MO,0.02252,0,0,0,0,0,0,0.01126,0,0
1046,05/15/2016,Montana,MT,0,0,0.0817,0,0,0,0,0.0817,0,0
1047,05/15/2016,Nebraska,NE,0,0,0,0,0,0,0,0,0,0
1048,05/15/2016,Nevada,NV,0.04326,0,0,0,0.02163,0,0,0.0649,0,0
1049,05/15/2016,New Hampshire,NH,0.06902,0,0,0,0.04605,0,0,0,0,0
1050,05/15/2016,New Jersey,NJ,0.04649,0,0.01233,0,0.01849,0,0.0187,0.0155,0,0.00623
1051,05/15/2016,New Mexico,NM,0,0,0,0,0,0,0,0,0,0
1052,05/15/2016,New York,NY,0.07586,0,0.00829,0.00237,0.00711,0,0.00474,0.02608,0,0.00474
1053,05/15/2016,North Carolina,NC,0.02068,0,0.00886,0,0.00588,0,0,0.02067,0,0
1054,05/15/2016,North Dakota,ND,0,0,0,0,0,0,0,0,0,0
1055,05/15/2016,Ohio,OH,0.01775,0,0,0,0.04151,0,0.00591,0.01481,0,0.00593
1056,05/15/2016,Oklahoma,OK,0.02265,0,0,0,0,0,0,0.06758,0,0
1057,05/15/2016,Oregon,OR,0,0,0.01416,0,0,0,0,0.02832,0,0
1058,05/15/2016,Pennsylvania,PA,0.02556,0,0.00511,0,0.01023,0,0.01022,0.02302,0,0.00511
1059,05/15/2016,Rhode Island,RI,0.05821,0,0,0,0.05842,0,0,0,0,0
1060,05/15/2016,South Carolina,SC,0.02323,0,0,0,0.03114,0,0,0.01548,0,0
1061,05/15/2016,South Dakota,SD,0,0,0,0,0,0,0,0,0,0
1062,05/15/2016,Tennessee,TN,0.03953,0,0.01977,0,0.01962,0,0,0.01948,0,0.00988
1063,05/15/2016,Texas,TX,0.02325,0,0.00579,0,0.01065,0,0.00771,0.01355,0,0.00973
1064,05/15/2016,Utah,UT,0.04278,0,0.02139,0,0,0,0,0,0,0
1065,05/15/2016,Vermont,VT,0.10837,0,0.10864,0,0,0,0,0,0,0
1066,05/15/2016,Virginia,VA,0.0515,0,0,0,0.00736,0,0.00736,0.01471,0.00736,0
1067,05/15/2016,Washington,WA,0.02305,0,0.0115,0,0.02683,0,0.00766,0.00766,0.00768,0.00764
1068,05/15/2016,West Virginia,WV,0,0,0,0,0.05446,0,0,0,0,0
1069,05/15/2016,Wisconsin,WI,0.03682,0,0,0,0.02474,0,0,0.03068,0.01218,0
1070,05/15/2016,Wyoming,WY,0,0,0,0,0,0,0,0,0,0
1071,05/22/2016,Alabama,AL,0.01754,0,0.01767,0,0.01767,0,0,0.01767,0,0
1072,05/22/2016,Alaska,AK,0,0,0,0.10531,0,0,0,0.10632,0,0
1073,05/22/2016,Arizona,AZ,0.03081,0,0,0,0,0,0.01019,0.02565,0,0.01033
1074,05/22/2016,Arkansas,AR,0.0295,0,0,0,0,0,0,0.05962,0,0
1075,05/22/2016,California,CA,0.02127,0,0.00274,0.00274,0.01373,0,0.00823,0.01646,0,0.00206
1076,05/22/2016,Colorado,CO,0.02655,0,0,0,0.02652,0,0.01072,0.01593,0,0
1077,05/22/2016,Connecticut,CT,0.03291,0,0,0,0,0,0.01647,0.01646,0.01645,0
1078,05/22/2016,Delaware,DE,0,0,0,0,0,0,0,0.07634,0,0
1079,05/22/2016,District of Columbia,DC,0.07343,0,0,0,0.01843,0,0.01826,0,0,0.01826
1080,05/22/2016,Florida,FL,0.02383,0,0.00596,0,0.04468,0,0.00896,0.01637,0,0
1081,05/22/2016,Georgia,GA,0.01051,0,0.00525,0,0.0184,0,0.00525,0,0,0.00525
1082,05/22/2016,Hawaii,HI,0.09164,0,0,0,0,0,0,0.09182,0,0
1083,05/22/2016,Idaho,ID,0,0,0,0,0,0,0,0,0,0
1084,05/22/2016,Illinois,IL,0.03277,0,0.00578,0.00387,0.03461,0,0,0.01155,0.00387,0.00387
1085,05/22/2016,Indiana,IN,0.02404,0,0,0,0.01199,0,0.01203,0.04794,0,0
1086,05/22/2016,Iowa,IA,0.02561,0,0,0,0.02561,0,0,0.07633,0,0
1087,05/22/2016,Kansas,KS,0.02471,0,0,0,0.02482,0,0,0.02476,0.02482,0
1088,05/22/2016,Kentucky,KY,0.01926,0,0,0,0.0193,0,0,0,0,0.01926
1089,05/22/2016,Louisiana,LA,0,0,0.01822,0,0.01827,0,0,0.01827,0,0.03644
1090,05/22/2016,Maine,ME,0,0,0,0,0,0,0,0,0,0
1091,05/22/2016,Maryland,MD,0.02435,0,0,0.00972,0.01949,0,0,0.01949,0.00972,0
1092,05/22/2016,Massachusetts,MA,0.07339,0,0.00733,0,0.00734,0,0.00733,0.01467,0.00734,0
1093,05/22/2016,Michigan,MI,0.01562,0,0,0,0.01873,0,0,0.00937,0,0
1094,05/22/2016,Minnesota,MN,0.03314,0,0,0,0.0332,0,0.01107,0.03315,0,0
1095,05/22/2016,Mississippi,MS,0,0,0,0,0,0,0,0.0354,0,0
1096,05/22/2016,Missouri,MO,0.02267,0,0,0,0.01134,0,0,0.02276,0,0
1097,05/22/2016,Montana,MT,0,0,0,0,0,0,0,0,0,0
1098,05/22/2016,Nebraska,NE,0,0,0,0,0,0,0.03248,0.06496,0,0
1099,05/22/2016,Nevada,NV,0.04411,0,0,0.02236,0.02236,0,0,0.02236,0,0
1100,05/22/2016,New Hampshire,NH,0.04934,0,0,0,0.04934,0,0,0.04891,0,0
1101,05/22/2016,New Jersey,NJ,0.03773,0,0.00625,0.00625,0.01571,0,0.00629,0.01572,0,0
1102,05/22/2016,New Mexico,NM,0,0,0.04158,0,0,0,0,0.04206,0.04158,0
1103,05/22/2016,New York,NY,0.06826,0,0.00487,0.00244,0.00975,0,0.00485,0.01829,0.00245,0.00485
1104,05/22/2016,North Carolina,NC,0.0244,0,0.00613,0,0.01227,0,0.00613,0.01526,0.00607,0.00915
1105,05/22/2016,North Dakota,ND,0,0,0,0,0,0,0,0,0,0
1106,05/22/2016,Ohio,OH,0.01182,0,0,0,0.00886,0,0.01176,0.00887,0.00588,0
1107,05/22/2016,Oklahoma,OK,0.04519,0,0.0226,0,0.02259,0,0.02259,0.04522,0,0
1108,05/22/2016,Oregon,OR,0.02133,0,0,0,0.02131,0,0.01427,0.02842,0.01427,0
1109,05/22/2016,Pennsylvania,PA,0.02393,0,0.00531,0,0.01588,0,0.00533,0.02647,0.00533,0.00529
1110,05/22/2016,Rhode Island,RI,0.05903,0,0.0599,0,0,0,0,0,0,0
1111,05/22/2016,South Carolina,SC,0.01622,0,0,0,0.03243,0,0,0.01609,0,0.01609
1112,05/22/2016,South Dakota,SD,0,0,0,0,0,0,0,0,0,0
1113,05/22/2016,Tennessee,TN,0.02997,0,0.01,0,0.02999,0,0.00999,0.02997,0.00999,0
1114,05/22/2016,Texas,TX,0.01633,0,0.00204,0.00407,0.01225,0,0,0.01428,0.00205,0.00204
1115,05/22/2016,Utah,UT,0.0441,0,0.02175,0,0.02175,0,0,0.02205,0,0
1116,05/22/2016,Vermont,VT,0,0,0,0.11088,0.11088,0,0.11088,0.11117,0,0
1117,05/22/2016,Virginia,VA,0.02938,0,0,0.00734,0.0147,0,0.00735,0.03672,0,0.00735
1118,05/22/2016,Washington,WA,0.01531,0,0,0.00769,0.01531,0,0.00761,0.00765,0.00769,0
1119,05/22/2016,West Virginia,WV,0.05598,0,0,0,0.05598,0,0,0.05598,0,0
1120,05/22/2016,Wisconsin,WI,0.01847,0,0,0,0.01845,0,0.01227,0.01227,0,0
1121,05/22/2016,Wyoming,WY,0,0,0,0,0,0,0,0,0,0
1122,05/29/2016,Alabama,AL,0,0,0,0,0.01735,0,0,0.03377,0,0
1123,05/29/2016,Alaska,AK,0.10688,0,0,0,0,0,0.10688,0.10688,0,0
1124,05/29/2016,Arizona,AZ,0.02073,0,0.01032,0,0.01555,0,0.01555,0.02591,0,0.01041
1125,05/29/2016,Arkansas,AR,0,0,0,0,0,0,0,0,0,0
1126,05/29/2016,California,CA,0.03898,0,0.00354,0.00142,0.00638,0,0.01205,0.01205,0.00284,0.00142
1127,05/29/2016,Colorado,CO,0.04452,0,0,0,0.01123,0,0.01103,0.02226,0.01123,0
1128,05/29/2016,Connecticut,CT,0.04229,0,0,0,0.01694,0,0,0.03383,0,0
1129,05/29/2016,Delaware,DE,0,0,0,0,0,0,0,0,0,0
1130,05/29/2016,District of Columbia,DC,0.05666,0,0.01891,0,0.02834,0,0.03775,0.01889,0,0
1131,05/29/2016,Florida,FL,0.01803,0,0.00301,0,0.02404,0,0.003,0.01502,0,0.00451
1132,05/29/2016,Georgia,GA,0.01071,0,0,0,0.01077,0,0,0.01072,0,0.01077
1133,05/29/2016,Hawaii,HI,0,0,0,0,0,0,0.04691,0.07012,0,0
1134,05/29/2016,Idaho,ID,0.05081,0,0,0,0,0,0.10161,0,0.05049,0
1135,05/29/2016,Illinois,IL,0.04197,0,0.004,0,0.00799,0,0.006,0.01599,0,0.004
1136,05/29/2016,Indiana,IN,0.0125,0,0,0,0.02508,0,0,0.02517,0,0.02517
1137,05/29/2016,Iowa,IA,0.08317,0,0,0,0.02763,0,0,0,0,0
1138,05/29/2016,Kansas,KS,0.0265,0,0,0,0.0265,0,0,0,0.02657,0
1139,05/29/2016,Kentucky,KY,0.03895,0,0.01964,0.01964,0.01947,0,0,0,0,0
1140,05/29/2016,Louisiana,LA,0,0,0,0,0,0,0,0,0,0
1141,05/29/2016,Maine,ME,0.10768,0,0,0,0,0,0,0.05384,0,0
1142,05/29/2016,Maryland,MD,0.01967,0,0,0,0.00984,0,0,0.0246,0.00987,0
1143,05/29/2016,Massachusetts,MA,0.04821,0,0,0,0.01483,0,0.01485,0.01854,0,0
1144,05/29/2016,Michigan,MI,0.01829,0,0,0,0.01524,0,0.00607,0.01524,0,0
1145,05/29/2016,Minnesota,MN,0.01158,0,0,0,0,0,0.0115,0.01737,0,0.0115
1146,05/29/2016,Mississippi,MS,0,0,0,0,0,0,0,0,0,0
1147,05/29/2016,Missouri,MO,0.01181,0,0.01179,0,0.02361,0,0.01182,0.02358,0,0
1148,05/29/2016,Montana,MT,0,0,0,0,0,0,0,0,0,0
1149,05/29/2016,Nebraska,NE,0,0,0,0,0,0,0.03417,0,0,0
1150,05/29/2016,Nevada,NV,0,0,0,0.02251,0.02254,0,0,0.03381,0,0
1151,05/29/2016,New Hampshire,NH,0.04999,0,0,0,0,0,0,0,0,0
1152,05/29/2016,New Jersey,NJ,0.04749,0,0.02538,0,0.0095,0,0.01266,0.02216,0,0.00632
1153,05/29/2016,New Mexico,NM,0.06396,0,0,0,0,0,0,0,0,0
1154,05/29/2016,New York,NY,0.07397,0,0.00255,0,0.00765,0,0.00765,0.01913,0,0.00255
1155,05/29/2016,North Carolina,NC,0.0183,0,0.0061,0,0.00915,0,0.00609,0.0122,0,0
1156,05/29/2016,North Dakota,ND,0.10915,0,0,0,0,0,0,0.10915,0,0
1157,05/29/2016,Ohio,OH,0.00959,0,0.01279,0,0.00639,0,0.02558,0.01599,0,0
1158,05/29/2016,Oklahoma,OK,0,0,0.02311,0.02303,0,0,0,0,0,0
1159,05/29/2016,Oregon,OR,0.01469,0,0.01473,0,0.04413,0,0,0.01469,0.01473,0.01469
1160,05/29/2016,Pennsylvania,PA,0.02433,0,0,0,0.01611,0,0.00537,0.01352,0,0.00545
1161,05/29/2016,Rhode Island,RI,0.12292,0,0,0.06146,0,0,0,0,0,0
1162,05/29/2016,South Carolina,SC,0.03218,0,0,0,0.01609,0,0,0.01609,0,0
1163,05/29/2016,South Dakota,SD,0,0,0,0,0,0,0,0.11071,0,0
1164,05/29/2016,Tennessee,TN,0,0,0,0,0.01028,0,0.01016,0.02556,0,0
1165,05/29/2016,Texas,TX,0.01742,0,0.00205,0.00204,0.00615,0,0.0041,0.02459,0,0.00411
1166,05/29/2016,Utah,UT,0.02344,0,0,0,0.02337,0,0.02337,0.02344,0,0
1167,05/29/2016,Vermont,VT,0,0,0,0,0,0,0.11429,0.11303,0,0
1168,05/29/2016,Virginia,VA,0.03341,0,0.00742,0,0.02989,0,0.01494,0.0297,0,0.00747
1169,05/29/2016,Washington,WA,0.04383,0,0.00802,0,0.01593,0,0.00802,0.01593,0,0
1170,05/29/2016,West Virginia,WV,0,0,0,0,0,0,0.0572,0,0,0
1171,05/29/2016,Wisconsin,WI,0.04432,0,0,0,0.01267,0,0.01257,0,0,0.01277
1172,05/29/2016,Wyoming,WY,0,0,0,0,0,0,0,0,0,0
1173,06/05/2016,Alabama,AL,0.01716,0,0,0,0.03431,0,0,0,0,0
1174,06/05/2016,Alaska,AK,0,0,0,0,0,0,0,0.10283,0,0
1175,06/05/2016,Arizona,AZ,0.01516,0,0,0,0.01013,0,0,0.02022,0,0
1176,06/05/2016,Arkansas,AR,0.03081,0,0,0,0,0,0,0.03116,0,0
1177,06/05/2016,California,CA,0.04421,0,0.00276,0.00138,0.00967,0,0.00553,0.02072,0.00277,0.00483
1178,06/05/2016,Colorado,CO,0.01616,0,0,0.01083,0.02156,0,0.01083,0.02154,0,0
1179,06/05/2016,Connecticut,CT,0.02447,0,0,0,0.01633,0,0.04888,0.01629,0,0
1180,06/05/2016,Delaware,DE,0.07869,0,0,0,0,0,0,0,0,0
1181,06/05/2016,District of Columbia,DC,0.04519,0,0,0,0.01806,0,0,0.0181,0,0.01806
1182,06/05/2016,Florida,FL,0.0174,0,0.0029,0,0.03479,0,0.0087,0.00725,0.0029,0
1183,06/05/2016,Georgia,GA,0.02842,0,0,0,0.01033,0,0.00775,0.02325,0.00519,0.01028
1184,06/05/2016,Hawaii,HI,0.04678,0,0,0,0.04655,0,0.04702,0.04655,0.04702,0
1185,06/05/2016,Idaho,ID,0.04953,0,0.04953,0,0.04953,0,0,0,0,0
1186,06/05/2016,Illinois,IL,0.03679,0,0.00388,0,0.01937,0,0.00387,0.01743,0.00387,0.00387
1187,06/05/2016,Indiana,IN,0,0,0.01256,0,0.01256,0,0,0.01241,0,0
1188,06/05/2016,Iowa,IA,0.02758,0,0,0,0,0,0.02719,0.02758,0,0
1189,06/05/2016,Kansas,KS,0.0524,0,0.02624,0,0.02624,0,0.02624,0.05238,0,0
1190,06/05/2016,Kentucky,KY,0.01944,0,0,0,0.01944,0,0.01944,0,0,0
1191,06/05/2016,Louisiana,LA,0.03587,0,0,0,0.01774,0,0,0.01774,0,0.01812
1192,06/05/2016,Maine,ME,0.05257,0,0,0,0,0,0,0,0.05283,0.05232
1193,06/05/2016,Maryland,MD,0.03343,0,0,0,0,0,0.01909,0.00959,0,0.00955
1194,06/05/2016,Massachusetts,MA,0.058,0,0.00682,0,0.01359,0,0.01365,0.00682,0,0
1195,06/05/2016,Michigan,MI,0.01142,0,0.00569,0.00573,0.00571,0,0.00571,0.00573,0,0
1196,06/05/2016,Minnesota,MN,0.029,0,0.01156,0,0.01165,0,0,0.0116,0,0
1197,06/05/2016,Mississippi,MS,0.03439,0,0,0,0,0,0,0.03475,0,0.03475
1198,06/05/2016,Missouri,MO,0.02923,0,0,0.01174,0.01164,0,0,0.01164,0,0.01164
1199,06/05/2016,Montana,MT,0,0,0,0,0,0,0,0,0,0
1200,06/05/2016,Nebraska,NE,0.10149,0,0,0,0.10058,0,0,0.03353,0,0
1201,06/05/2016,Nevada,NV,0.0221,0,0,0,0.0221,0,0,0.0221,0,0
1202,06/05/2016,New Hampshire,NH,0.07214,0,0.04856,0.04856,0,0,0,0,0.04762,0
1203,06/05/2016,New Jersey,NJ,0.0304,0,0.0061,0,0.01216,0,0.01217,0.02737,0,0.00606
1204,06/05/2016,New Mexico,NM,0,0,0,0,0,0,0,0.04118,0,0
1205,06/05/2016,New York,NY,0.0776,0,0.00849,0.00242,0.01334,0,0.00364,0.01455,0,0.00483
1206,06/05/2016,North Carolina,NC,0.03702,0,0.00618,0,0.01234,0,0.00618,0.01236,0,0
1207,06/05/2016,North Dakota,ND,0,0,0,0,0.10945,0,0,0,0,0
1208,06/05/2016,Ohio,OH,0.01559,0,0.00935,0,0.01247,0,0.00618,0.00935,0,0
1209,06/05/2016,Oklahoma,OK,0.02322,0,0,0,0,0,0,0.03478,0,0
1210,06/05/2016,Oregon,OR,0.02151,0,0.0144,0,0,0,0.01429,0,0,0
1211,06/05/2016,Pennsylvania,PA,0.021,0,0,0.01053,0.01574,0,0.00787,0.01574,0.01053,0.00526
1212,06/05/2016,Rhode Island,RI,0,0,0,0,0,0,0,0.0592,0,0.0592
1213,06/05/2016,South Carolina,SC,0.01604,0,0,0,0.03213,0,0.01607,0.01607,0,0.01607
1214,06/05/2016,South Dakota,SD,0,0,0,0,0.1092,0,0,0,0,0
1215,06/05/2016,Tennessee,TN,0.03572,0,0.01015,0,0,0,0.01015,0,0,0
1216,06/05/2016,Texas,TX,0.01767,0,0.00208,0.00312,0.01663,0,0.00624,0.02287,0,0.00414
1217,06/05/2016,Utah,UT,0.02247,0,0.02269,0,0.02269,0,0,0,0,0
1218,06/05/2016,Vermont,VT,0,0,0.11143,0,0,0,0,0,0,0
1219,06/05/2016,Virginia,VA,0.03312,0,0.00733,0,0.01104,0,0.00739,0.01472,0,0.00739
1220,06/05/2016,Washington,WA,0.03789,0,0,0,0.01137,0,0.00758,0.01894,0,0
1221,06/05/2016,West Virginia,WV,0,0,0,0,0.05724,0,0,0,0,0
1222,06/05/2016,Wisconsin,WI,0,0,0.01274,0,0.01278,0,0.01281,0.01278,0.01917,0
1223,06/05/2016,Wyoming,WY,0,0,0,0,0,0,0,0,0,0
1224,06/12/2016,Alabama,AL,0.01707,0,0,0,0.02548,0,0.01707,0.01693,0,0.01693
1225,06/12/2016,Alaska,AK,0,0,0,0,0.10426,0,0,0,0,0
1226,06/12/2016,Arizona,AZ,0.03035,0,0.01009,0,0.03027,0,0.01013,0.01011,0,0.01013
1227,06/12/2016,Arkansas,AR,0.0306,0,0.0306,0,0,0,0,0.03074,0,0.03074
1228,06/12/2016,California,CA,0.04585,0,0.00141,0.00283,0.00917,0,0.00987,0.01764,0.00283,0.00566
1229,06/12/2016,Colorado,CO,0.01069,0,0.01069,0,0.03225,0,0.0215,0.02675,0,0
1230,06/12/2016,Connecticut,CT,0.04249,0,0.01701,0,0.01702,0,0,0.01701,0,0.01702
1231,06/12/2016,Delaware,DE,0.07897,0,0,0,0,0,0,0,0,0
1232,06/12/2016,District of Columbia,DC,0.09118,0,0,0,0,0,0,0.01819,0,0
1233,06/12/2016,Florida,FL,0.02373,0,0.00297,0.00297,0.02373,0,0.00594,0.01484,0,0.00594
1234,06/12/2016,Georgia,GA,0.01553,0,0.00518,0,0.0207,0,0.00518,0.01296,0,0.00518
1235,06/12/2016,Hawaii,HI,0.09113,0,0,0,0,0,0.04557,0,0,0
1236,06/12/2016,Idaho,ID,0,0,0,0,0.04904,0,0,0,0,0
1237,06/12/2016,Illinois,IL,0.03684,0,0.00388,0.00389,0.01747,0,0.00777,0.00776,0.00389,0.00388
1238,06/12/2016,Indiana,IN,0.02477,0,0,0,0.01237,0,0,0,0.01238,0.01237
1239,06/12/2016,Iowa,IA,0.0271,0,0,0,0,0,0,0,0,0
1240,06/12/2016,Kansas,KS,0.05113,0,0,0,0.02537,0,0.02556,0.05098,0,0
1241,06/12/2016,Kentucky,KY,0.0192,0,0,0,0.0384,0,0.01932,0.01932,0,0
1242,06/12/2016,Louisiana,LA,0.01778,0,0,0.0179,0,0,0.0179,0.03555,0,0.03579
1243,06/12/2016,Maine,ME,0,0,0,0,0,0,0,0,0,0
1244,06/12/2016,Maryland,MD,0.03446,0,0,0,0.00989,0,0.00981,0.0197,0,0
1245,06/12/2016,Massachusetts,MA,0.05046,0,0,0,0.00675,0,0,0.01682,0.0067,0.00673
1246,06/12/2016,Michigan,MI,0.02394,0,0.00598,0.00599,0.02097,0,0,0.01198,0,0.00598
1247,06/12/2016,Minnesota,MN,0.04066,0,0,0,0.01161,0,0,0.01165,0,0
1248,06/12/2016,Mississippi,MS,0,0,0,0,0.03411,0,0,0,0,0
1249,06/12/2016,Missouri,MO,0.01702,0,0,0.01126,0,0,0,0,0,0
1250,06/12/2016,Montana,MT,0,0,0,0,0,0,0,0,0,0
1251,06/12/2016,Nebraska,NE,0.03273,0,0,0,0,0,0.03273,0,0,0
1252,06/12/2016,Nevada,NV,0.0436,0,0.0218,0,0.0218,0,0.02181,0.0218,0,0
1253,06/12/2016,New Hampshire,NH,0.05135,0,0,0,0.05105,0,0.0512,0,0,0
1254,06/12/2016,New Jersey,NJ,0.03794,0,0.00949,0,0.01261,0,0,0.01897,0.00634,0.01261
1255,06/12/2016,New Mexico,NM,0,0,0,0,0,0,0,0.04123,0,0
1256,06/12/2016,New York,NY,0.06633,0,0.00978,0,0.00614,0,0.01351,0.01474,0.00247,0.00613
1257,06/12/2016,North Carolina,NC,0.01849,0,0,0,0.00925,0,0.01853,0.01853,0,0.01235
1258,06/12/2016,North Dakota,ND,0,0,0,0,0,0,0,0,0,0
1259,06/12/2016,Ohio,OH,0.01265,0,0.00635,0,0.02529,0,0.00635,0.01269,0,0.00633
1260,06/12/2016,Oklahoma,OK,0.03381,0,0,0,0,0,0.02269,0,0,0
1261,06/12/2016,Oregon,OR,0.02209,0,0,0,0.01481,0,0.01474,0.03685,0,0
1262,06/12/2016,Pennsylvania,PA,0.03012,0,0.01099,0,0.00549,0,0.00547,0.01095,0,0.00546
1263,06/12/2016,Rhode Island,RI,0,0,0,0,0,0,0,0,0,0
1264,06/12/2016,South Carolina,SC,0.02386,0,0,0,0.0159,0,0.01592,0.01588,0,0.01592
1265,06/12/2016,South Dakota,SD,0,0,0,0,0,0,0,0,0,0
1266,06/12/2016,Tennessee,TN,0.01518,0,0,0,0.01012,0,0.01012,0.03045,0,0.01015
1267,06/12/2016,Texas,TX,0.02699,0,0.00623,0.00209,0.0103,0,0.0083,0.02077,0,0.00415
1268,06/12/2016,Utah,UT,0.02228,0,0,0,0,0,0,0.0334,0,0
1269,06/12/2016,Vermont,VT,0,0,0,0,0.11958,0,0,0,0,0
