region,date,blase,netflix and chill,glock,lowkey,pleb,quan,pepe,stoop,burnt,simmer,chapo,spry,vape,tome,nae nae,shudder,wap,triggered,shook,juju,broccoli,woke,holosexual,shill,gaslighting,bigly,SJW,dank memes,vexing,bough,brandish,boolin,quash,wavy
KY,1/4/15,0.00966,,0.00832,0.02263,0.03643,0.00529,,0.04259,0.02135,0.01260,,0.01812,0.00345,0.03365,,0.01597,0.00883,,,0.01584,,,,0.02473,0.01676,,,,0.04995,0.02329,0.03131,0.01660,0.00205,0.02543
LA,1/4/15,0.01702,,0.00733,0.02493,0.01070,,0.00643,0.02145,0.01254,0.01851,,0.01597,0.00609,0.04151,0.01466,,0.01556,0.00722,0.01345,0.01396,,0.00831,,0.00726,0.01477,0.00148,,,0.01100,0.02053,0.00690,0.02926,0.01803,0.02241
MA,1/4/15,0.01458,,0.00837,0.03037,0.02852,0.00532,,0.02858,0.01194,0.02677,,0.04864,0.01274,0.02709,0.00558,0.01340,0.00296,0.00275,0.00512,0.01594,0.00706,0.00317,,,0.01687,,0.01395,,0.00838,0.04103,0.06303,0.01114,0.00275,0.01991
MD,1/4/15,0.02553,,0.00400,0.01631,0.03502,,,0.01462,0.01368,0.01615,0.00091,0.03919,0.00830,0.00970,0.00400,0.03454,0.00424,,,0.02284,0.01518,0.00453,,0.03566,0.02417,,0.01332,,,0.01959,,0.00798,0.00492,0.00407
ME,1/4/15,0.04119,,,0.01608,0.05180,,,0.05190,,0.03582,,0.02576,0.00982,0.03827,,0.02270,,,,0.04504,,,,0.04688,,,0.03940,,0.03550,,,,,
MI,1/4/15,0.02044,,0.00293,0.02994,0.02142,0.00373,0.00257,0.02146,0.01757,0.02074,0.00067,0.04475,0.00609,0.05460,0.00587,0.03662,0.00623,,0.01885,0.00559,0.02600,0.00333,,0.00872,0.00296,,0.01466,,0.02203,0.02671,0.03038,0.01171,0.00144,0.00598
MN,1/4/15,0.01630,,0.00802,0.02455,0.02928,,0.00352,0.01173,0.00343,0.04860,0.00092,0.03932,0.01165,0.03569,0.00802,0.01155,0.01277,0.00395,0.01104,0.03819,0.00508,0.01820,,0.01192,0.00404,,,,0.04215,0.01685,0.04152,0.01601,0.00395,0.00818
MO,1/4/15,0.00878,,0.00504,0.02401,0.01473,,,0.01844,0.02157,0.01528,,0.01099,0.00209,0.02448,0.01009,0.01936,0.00535,,0.01388,0.03842,,0.00572,,0.01000,0.01525,,0.02520,,,0.03177,0.01424,0.02013,0.00496,0.00514
MS,1/4/15,,,,0.03094,0.02214,0.00964,,,,0.01531,,0.03304,,,,0.07279,0.01609,,0.01391,,0.01919,,,,,,,,,0.02123,,,0.00746,
MT,1/4/15,0.04773,,,,0.03001,,,0.06015,0.10553,0.02076,,0.08957,,0.03326,,0.03947,0.04362,,,,,,,,,,,,,0.02878,,,,
NC,1/4/15,0.01243,,0.00535,0.02731,0.01563,0.00681,0.00235,0.02154,0.00916,0.02297,,0.01166,0.00889,0.02598,0.00803,0.02312,0.00284,0.00527,0.01228,0.01529,0.01016,0.00911,,0.00265,0.01079,,0.02675,,0.02813,0.01874,0.02771,0.03739,0.00329,0.01910
ND,1/4/15,0.02702,,,,,,,,,0.04701,,0.05070,0.03865,,,,,,,,,,,,0.14073,,,,0.13976,0.03259,,,0.02290,
NE,1/4/15,0.01177,,,0.00919,0.00493,,,0.00494,0.01156,0.00341,,0.04416,,0.00547,,0.01297,,,,0.03860,0.00855,,,0.02009,0.00681,,,,,,,0.01348,,0.00689
NH,1/4/15,,,0.04264,0.04351,,,,,,0.03230,,0.04646,0.00885,,,0.06142,,,0.07826,0.04061,,0.02419,,0.02114,,,0.07105,,0.03202,,0.06021,,,
NJ,1/4/15,0.01349,,0.00774,0.01229,0.03392,0.00492,0.00226,0.02266,0.01988,0.03649,0.00118,0.03093,0.00964,0.02715,,0.01982,0.00548,0.01017,0.01184,0.01966,0.01633,,,0.02047,0.02601,0.00052,0.01290,,0.02713,0.03614,0.03401,,0.00889,0.02631
NM,1/4/15,0.02299,,0.01980,0.01347,,,0.01736,0.01449,,0.02000,,,0.00822,0.03205,0.05942,0.01901,0.01051,,,0.03772,,,,0.01963,0.01996,,,,,0.02773,0.05591,,0.00975,0.02019
NV,1/4/15,0.01378,,,0.03230,0.01156,,,0.02895,0.00677,0.03597,,0.11209,0.00986,0.01281,0.00792,0.00760,,,0.00726,,0.01002,0.01796,,0.01569,0.01595,,,,0.02377,0.02771,,0.01580,,0.02420
NY,1/4/15,0.02479,,0.01114,0.01957,0.01897,0.00295,0.00081,0.02784,0.02065,0.02671,0.00064,0.04247,0.00462,0.02403,0.01207,0.02317,0.00640,0.00457,0.00681,0.02475,0.00470,0.00105,,0.01196,0.01029,,0.01856,0.00125,0.01254,0.02599,0.03319,0.01297,0.00525,0.02933
OH,1/4/15,0.00769,,0.00529,0.01981,0.00967,,,0.01550,0.00227,0.02139,0.00061,0.02596,0.00879,0.03642,,0.00763,,,0.00729,0.00504,0.02011,,,0.01050,0.01334,,0.03088,,0.01193,0.01669,0.02741,0.00528,0.00326,0.01350
OK,1/4/15,0.00600,,,0.04220,0.00755,,,,0.00885,0.02089,,,0.05152,0.05020,0.02068,0.02978,,,0.00949,0.03939,,,,0.02050,0.02084,,0.03445,,0.03105,0.01448,0.02920,,0.00509,0.01054
OR,1/4/15,0.00874,,0.00188,0.00384,0.00962,,0.00165,0.00413,0.00805,0.01521,,0.00615,0.00234,0.01066,,0.01446,0.00100,,0.00691,0.02868,0.00238,,,0.00746,0.00759,,0.01568,,0.00565,0.00791,0.01063,0.00376,0.00093,0.01343
PA,1/4/15,0.02050,,,0.01837,0.01668,0.00264,,0.01824,0.00889,0.02098,,0.03395,0.00776,0.01345,0.00416,0.01995,0.00220,0.01432,0.01525,0.03166,0.01052,,,0.01441,0.03141,,0.01384,0.00280,0.01560,0.00873,0.04106,,0.00307,0.02541
RI,1/4/15,,,0.02098,0.01427,,,,,,0.01059,,,0.00871,0.01697,,,0.01113,,,,,,,,,,,,,,,,0.00516,
SC,1/4/15,,,,0.01616,0.01735,,,0.01739,,0.04000,,0.02589,0.00329,0.02564,,,0.01261,,0.00727,0.01509,0.01003,0.01797,,,0.01597,,,,,0.02219,0.05964,0.06324,0.00390,0.02423
SD,1/4/15,,,,,0.03517,0.03062,,0.03523,,,,,,0.03897,,,,,,,,,,,0.04854,,,,,,,,,
TN,1/4/15,0.00917,,0.00632,0.01935,0.00692,0.00603,,0.02081,0.00811,0.00958,0.00145,0.02410,0.00394,0.01790,0.00316,0.00607,,0.00311,0.00870,0.03010,0.00400,0.00717,,0.00627,0.00956,,0.02106,,0.02373,0.02877,0.01190,0.01892,0.00156,0.00967
TX,1/4/15,0.01391,,0.00770,0.03144,0.01812,0.00272,0.00225,0.02254,0.01392,0.03155,0.00059,0.02611,0.00640,0.01939,0.00599,0.02794,0.00817,0.00169,0.01963,0.03261,0.00433,0.00680,,0.01018,0.01725,,0.01711,,0.02056,0.01798,0.02336,0.02562,0.00527,0.02007
UT,1/4/15,0.02205,,,0.02584,0.00693,,,0.03474,,0.00480,,0.02069,0.01183,0.03842,,0.02735,0.00504,,0.02614,0.01809,,,,0.03765,0.00957,,,,0.02852,0.02660,0.03575,0.01895,0.00935,
VA,1/4/15,0.01017,,0.00219,0.00745,0.02239,,,0.01923,0.01125,0.01880,0.00251,0.01909,0.00364,0.02127,,0.00210,0.00116,0.00216,0.00402,0.00834,0.00277,0.00248,,0.00651,0.00662,,0.01460,,0.01644,0.01073,0.02886,0.00437,0.00323,0.01563
VT,1/4/15,0.02664,,,0.03122,,,,,,,,,0.03811,,,,,,,,,,,,,,0.15292,,,,,,,
WA,1/4/15,0.01051,,0.01086,0.01478,0.00529,0.00460,,0.01589,0.00310,0.02560,,0.03155,0.00150,0.02929,,0.02086,0.01153,0.01069,0.01993,0.02758,0.02291,0.00411,,0.01436,0.02190,,0.04222,,0.04893,0.01521,0.01363,0.01445,0.00356,0.02583
WI,1/4/15,0.00968,,0.00556,0.01513,0.01218,0.01414,,0.02440,0.00476,0.04772,,0.01817,0.00231,0.01349,,0.02135,,0.01642,0.01020,0.05294,0.01407,0.01261,,0.03306,0.01121,,0.00926,,0.04174,0.01557,0.03139,0.01110,0.01231,0.00567
WV,1/4/15,0.05522,,,0.04853,,,,,,0.02402,,,0.00987,0.01924,,,,,,,,,,0.02357,,,,,,0.01665,,,,
WY,1/4/15,,,,,,,,,,,,,,0.11358,,0.06739,,,,,,0.07963,,,,,,,0.10538,,,,,
AK,1/11/15,0.10769,,0.06182,0.08411,0.04514,,,0.04523,,0.03122,,,0.05134,0.05003,,,,,,,,,,,,,0.20601,,,0.04329,0.11638,,0.01521,
AL,1/11/15,0.01195,,,0.02801,0.04510,,,0.00753,,,,0.01122,0.01710,0.01666,0.01030,,0.00546,,,,,,,0.02041,0.01038,,,,,,0.03876,,0.00507,0.02099
AR,1/11/15,0.01156,,,0.04064,,,,0.36422,,0.08045,,0.04339,0.01654,,0.01992,0.03824,,,,,,,,0.03948,,,,,0.05980,0.02789,,,,
AZ,1/11/15,0.01755,,0.00605,0.01645,0.04415,,,0.05308,,0.01221,0.00138,0.03952,0.00753,0.03914,,0.02322,0.00321,,0.00555,0.03455,0.02296,0.01372,,0.02397,0.00609,,0.04030,,0.05447,0.02117,0.02845,,0.01488,0.02466
CA,1/11/15,0.02180,,0.01198,0.02717,0.02333,0.00051,,0.02104,0.02871,0.02622,0.00055,0.04003,0.00895,0.02844,0.00399,0.02684,0.00509,0.00551,0.01393,0.02739,0.00809,0.00816,,0.02455,0.01127,,0.03460,,0.05877,0.02629,0.03834,0.00797,0.00393,0.01221
CO,1/11/15,0.02957,,,0.02079,0.03719,0.00324,,0.02981,0.01743,0.03087,,0.07214,0.00634,0.04534,0.01019,0.02934,0.00270,0.00502,0.00935,0.01940,0.01289,0.02311,,0.02525,0.00513,,0.03394,,0.04589,0.01783,0.01438,0.01017,0.00627,0.01038
CT,1/11/15,0.01162,,,0.02042,0.00731,0.02545,,0.02197,0.00856,0.05054,0.00229,0.02181,0.00831,0.01620,,0.00961,0.02655,,0.00918,0.01906,,,,0.00992,0.02018,,0.06670,,0.06011,0.00701,0.03768,0.01998,0.00246,
DC,1/11/15,0.02188,,,,0.00688,0.00599,,0.02068,0.01612,0.03806,,0.01026,0.01956,0.04574,,0.03618,0.01000,,0.01729,,,,,0.00934,0.02849,,0.01570,,0.02829,0.03958,0.06207,,0.00695,0.01921
DE,1/11/15,0.02851,,,0.03340,0.03585,,,,0.08404,0.02480,,,0.04077,0.03973,,,,,0.09012,,,,,,,,,,0.07373,,0.04622,,0.01208,
FL,1/11/15,0.01442,,,0.02052,0.02592,0.00338,0.00934,0.02726,0.00911,0.01434,0.00041,0.03480,0.00589,0.02585,0.00533,0.02556,0.00188,0.00874,0.02117,0.01690,0.00899,0.00805,,0.02287,0.01431,,0.01183,,0.01066,0.03852,0.05011,0.03896,0.01048,0.01990
GA,1/11/15,0.02758,,0.01397,0.02661,0.02448,,0.00245,0.01635,0.01674,0.01129,0.00064,0.01826,0.00928,0.01357,0.00838,0.04561,0.00148,0.00550,0.00769,0.02129,0.01061,,,0.01108,0.00563,,0.01862,,0.03776,0.02935,0.06049,0.03346,0.00206,0.02279
HI,1/11/15,0.03252,,,0.05716,0.02045,0.01781,,,0.04794,,,0.06103,0.01163,0.02266,,,0.02972,,,,,,,,0.02823,,,,0.08411,,0.05273,,0.00689,0.05711
IA,1/11/15,,,,0.07116,0.01091,0.00950,,,,,0.00342,0.06513,,0.01209,,0.01435,,,,,,,,0.08889,0.01506,,,,0.04488,0.03139,,,0.00368,
ID,1/11/15,0.03573,,,,0.02246,,,0.02251,,0.04661,,0.03352,,0.04979,,0.02954,,,,,,,,,,,,,,0.02154,0.02896,,,
IL,1/11/15,0.03020,,0.01083,0.01032,0.02532,,0.00190,0.01585,0.01484,0.03830,0.00099,0.03305,0.01350,0.02806,0.01084,0.01665,0.00230,0.00213,0.00398,0.02890,0.00549,0.00983,,0.00644,0.01747,,0.00722,0.00584,0.08135,0.03945,0.01836,0.03028,0.00480,0.00884
IN,1/11/15,0.01694,,,0.00496,0.01597,,0.00639,0.03201,0.01248,0.02946,0.00501,0.01589,0.00908,0.02950,0.01459,0.02100,0.00387,0.01436,0.02677,,0.00923,0.02482,,0.00723,0.00735,,0.01215,,0.02190,0.04595,0.02059,0.02911,,0.00743
KS,1/11/15,0.00903,,0.01555,0.02115,0.01135,,,,0.01331,0.01570,,0.01694,0.01937,,0.01555,0.01493,0.00825,,,0.02962,,,,,,,0.02591,,0.04669,0.11976,,0.06207,,
KY,1/11/15,0.01320,,0.01137,0.03094,0.01661,,,0.01664,,,,0.03717,0.01889,0.01840,,0.03275,0.00603,0.01120,,0.02166,0.02879,,,0.03382,,,0.01895,,0.03415,0.01592,0.02141,0.06809,0.01399,
LA,1/11/15,0.03144,,0.02166,0.00737,,0.00689,,0.00792,,0.00547,,0.02360,,0.01753,,0.04160,,,,0.02063,,,,0.01074,,,0.03609,,0.04879,0.03792,0.02039,0.02162,0.00267,
MA,1/11/15,0.01576,,0.00388,0.00792,0.02266,,,0.03121,0.00996,0.02546,,0.04226,0.01449,0.02511,,0.01117,,0.00382,0.02492,0.00739,0.00982,,,0.01538,,,0.02585,,0.01747,0.02173,0.02190,0.02323,0.00286,0.00395
MD,1/11/15,0.00675,,0.00581,0.03162,0.02121,,0.00509,0.00850,0.01491,0.01467,,0.00633,0.00724,0.02821,0.00581,0.02789,0.00308,0.01716,0.02666,0.01107,0.01471,,,0.03455,,,0.03872,,0.00872,0.01220,0.02734,0.01160,0.00143,0.01185
ME,1/11/15,,,,,0.02313,,,,,,,,0.02630,,,0.09123,,,,,,,,0.06279,,,,,0.04756,,,0.06322,,0.03229
MI,1/11/15,0.01623,,0.00399,0.04076,0.03208,0.00762,,0.01461,0.01709,0.03026,0.00366,0.05657,0.02156,0.04848,0.00400,0.03452,,0.00787,0.00367,0.00761,0.01011,,,0.02772,0.00403,,0.03327,,0.05398,0.02237,0.02632,0.03189,0.00295,0.00814
MN,1/11/15,0.02439,,0.00600,0.03673,0.01752,,0.00526,0.03951,0.00513,0.03636,0.00137,0.04576,,0.01942,0.01200,0.02881,0.00637,,,0.01143,0.00760,0.00681,,0.01784,0.04838,,0.01999,,0.03604,0.02521,0.01130,,0.00148,0.01223
MO,1/11/15,0.00382,,0.00658,0.02238,0.01441,0.00837,0.00577,0.01925,0.03378,0.03987,0.00301,0.02867,0.00273,0.03727,0.00658,0.00632,,0.01296,0.01811,,0.04164,,,0.02609,0.01326,,0.01096,,0.01976,0.01843,0.08050,,,0.00671
MS,1/11/15,0.01125,,,0.02636,,,,0.05670,,0.02935,,0.02111,0.04022,0.03136,0.01938,,0.01028,,0.03556,0.07382,,,,,,,,,,,,0.03867,,0.01975
MT,1/11/15,,,,,,,,,,0.08475,0.01280,,,0.04527,,,,,,,,,,,,,,,,,,,0.01377,
NC,1/11/15,0.01275,,,0.03486,0.02406,0.00931,0.00321,0.01875,0.01880,0.08134,,0.04786,0.00152,0.02962,0.00732,0.03866,,0.00360,0.01344,0.03487,0.00463,,,0.03266,,,0.01830,,0.01099,0.01282,0.03446,0.01461,0.00450,0.02239
ND,1/11/15,,,,,,,,,,0.03181,,0.13727,,0.15293,,0.06049,,,,,,,,,,,,,0.18919,,,,,
NE,1/11/15,0.01005,,,0.01177,,,,,,,,0.09429,,0.02801,,0.03324,,,,,,,,0.01716,,,,,,0.03636,,,0.00852,
NH,1/11/15,0.08350,,,0.05870,0.04201,,,,,0.04358,,0.03134,,0.09310,,0.02762,,,,,,,,,0.02899,,0.04792,,,,0.02707,,,
NJ,1/11/15,0.02498,,,0.03415,0.02356,0.00684,0.00314,0.03148,0.01227,0.03802,,0.05078,0.01786,0.03772,,0.02754,0.00190,,0.01316,0.03415,0.01362,0.00407,,0.01066,0.02891,,,0.00483,0.02153,0.03766,0.05062,0.01431,0.01235,0.01097
NM,1/11/15,,,0.05363,0.01824,0.01958,,,0.05886,0.02295,,,0.05844,,,,0.02575,,,0.04922,,,,,,,,,,,0.01878,,,0.01320,
NV,1/11/15,,,,0.03989,0.02569,,,0.02574,0.02007,0.01185,,0.01278,,,,,,,0.01076,0.02234,,,,0.01163,0.01182,,,,0.01761,0.00821,0.01104,,0.00289,
NY,1/11/15,0.02014,,0.00832,0.01699,0.01925,0.00088,0.00365,0.02943,0.01900,0.02172,,0.05139,0.01152,0.02133,0.00694,0.02398,0.00810,0.00273,0.02546,0.01850,0.00878,0.00315,,0.01925,0.01958,,0.03236,0.00187,0.02083,0.03594,0.02612,0.00277,0.00683,0.03253
OH,1/11/15,0.03438,,,0.02266,0.01081,,,0.01895,0.00317,0.01682,,0.04032,0.01076,0.01198,0.00370,0.02843,0.00982,,0.01019,0.04934,0.01405,0.00420,,0.01467,0.01119,0.00075,0.01233,,0.03334,0.02850,0.02438,,0.00911,0.01886
OK,1/11/15,0.00794,,0.01368,0.02792,0.07990,,,0.02002,0.02341,0.01382,,0.01490,0.01704,0.02214,,,,,0.02511,,,0.03104,,0.02712,,,,,0.10270,0.01916,,0.02730,0.00673,0.01394
OR,1/11/15,0.00841,,0.00966,0.01971,0.01410,,,0.01413,0.00826,0.01707,,0.02104,0.00401,0.02735,0.00483,0.02318,,,0.00443,0.04599,,0.00548,,0.02393,0.01947,,,,,0.01014,0.01818,,0.00119,0.00985
PA,1/11/15,0.02168,,0.00575,0.02345,0.01678,0.00183,,0.01892,0.01475,0.02176,0.00066,0.01878,0.01312,0.02092,0.00287,0.02483,0.00762,0.00566,0.01318,0.01094,0.01455,0.00326,,0.01994,0.01158,,0.00957,,0.02157,0.01609,0.05678,,0.00636,0.01171
RI,1/11/15,,,,,0.08010,0.02325,,,,0.03693,,,,0.05918,,,,,,0.06966,0.13887,,,,0.03686,,,,0.05491,,,0.07299,0.01800,
SC,1/11/15,0.01232,,0.02121,0.02886,,,,0.06984,0.00908,0.00536,,0.01156,0.01321,0.00858,,0.04073,,,,0.02020,,0.02407,,0.01051,,,0.01767,,0.01593,0.02228,0.00998,0.14819,0.00522,
SD,1/11/15,,,,0.04218,,,,,0.05306,,,0.06755,,,,0.05953,,,0.05690,,,,,,,,,,,0.04341,,,,
TN,1/11/15,0.00596,,0.00513,0.02093,0.00374,0.00326,,0.01126,0.01317,0.02072,0.00117,0.01676,0.01278,0.02905,0.00513,0.02462,0.00816,,0.00471,0.03908,0.00649,0.01164,,0.02542,0.01034,,0.03418,,,0.02514,0.01931,0.01024,0.00252,0.03137
TX,1/11/15,0.02498,,0.01106,0.04766,0.02064,0.00313,0.00216,0.04586,0.01367,0.03228,0.00112,0.02410,0.00714,0.02884,0.00615,0.03304,0.00261,0.00363,0.02932,0.02107,0.02023,0.00697,,0.02315,0.00991,,0.01843,0.00166,0.03137,0.02582,0.02082,0.02698,0.00786,0.00877
UT,1/11/15,0.03968,,,0.03719,0.01996,,,0.05999,0.02339,0.06212,,0.01489,0.00567,0.01106,0.01367,0.03937,,,0.01254,,,,,0.04065,,,0.04554,,0.02052,,0.03859,,,0.04180
VA,1/11/15,0.02317,,0.00798,0.03258,0.01748,0.00761,,0.01460,0.01708,0.01411,,0.03043,0.01160,0.03552,0.00798,0.01149,,0.01572,0.00366,0.02280,0.01010,0.03169,,0.03956,0.01207,,0.03324,,0.02996,0.02515,0.04507,0.00797,0.00589,0.02034
VT,1/11/15,,,,,0.04585,,,0.04594,0.05374,0.03171,,,,,,,,,,0.11962,,,,0.06225,,,,,,,,,,0.06402
WA,1/11/15,0.00855,,0.00491,0.01002,0.02869,,0.00431,,0.00840,0.01736,0.00112,0.05350,0.01427,0.03179,0.00491,0.01415,,0.00484,0.00901,0.03742,,0.01114,,0.01947,0.02475,,0.01636,,,0.02407,0.03698,0.01960,0.01450,0.04005
WI,1/11/15,0.00870,,,0.02548,0.03829,,,0.02192,,0.05296,,0.04081,0.01866,0.06061,,0.02158,0.00397,0.00738,0.02062,0.02854,0.02845,0.01700,,0.02970,0.01510,,0.01248,0.01010,0.05624,0.07868,0.04935,,0.00553,0.00764
WV,1/11/15,0.01888,,0.03252,0.02212,0.02375,,,,,0.03285,,,0.05402,,,,,,,,,,,,,,,,,0.02277,,,,
WY,1/11/15,,,,,0.07043,,,,,,,,,0.07805,,0.09261,,,,,,,,,,,,,,,0.09079,,0.04747,
AK,1/18/15,0.03659,,,0.04287,0.04602,,,0.09222,,0.06366,,,,0.05100,,,,,,,,,,,,,,,,0.04413,,,,
AL,1/18/15,0.00625,,,0.03662,,0.01369,,0.02363,0.01843,0.00544,0.00493,,,,0.01077,0.04136,,,0.02964,,0.01363,0.02443,,,0.02171,,,,0.11318,0.01508,0.02027,0.02149,,0.01098
AR,1/18/15,,,,0.01395,0.02994,,,,,0.02071,,,0.04256,0.01659,,0.03937,,,,,,,,0.02032,0.04133,,,,0.03078,0.02871,,0.04092,,
AZ,1/18/15,0.02534,,0.01870,0.03816,0.00910,,0.01093,0.02280,0.01600,0.02518,,0.02037,0.01294,0.04540,0.00624,0.02993,0.00331,,0.00572,0.02375,0.00789,0.00707,,0.03708,0.01885,,0.03116,,0.04680,0.00873,0.03520,0.02488,0.00460,0.03813
CA,1/18/15,0.02550,,0.01988,0.01635,0.02844,0.00579,0.00145,0.04244,0.01418,0.02385,0.00038,0.03792,0.01170,0.02481,0.00580,0.02466,0.00572,0.00898,0.02585,0.03473,0.01678,0.01222,,0.01971,0.01253,,0.03590,0.00112,0.06470,0.02553,0.03198,0.00662,0.00530,0.03041
CO,1/18/15,0.01210,,0.03127,0.01773,0.00761,,0.00914,0.02669,0.00892,0.04212,,0.02839,0.01298,0.03374,0.02085,0.11510,0.00277,0.00513,0.02392,0.02979,0.00660,0.00591,,0.02067,0.02101,,0.01737,,0.03131,0.01825,0.00981,0.01040,0.00641,0.03719
CT,1/18/15,0.02342,,,0.02744,,0.01923,,0.02951,0.04314,0.01528,,0.01099,0.00419,0.00816,,0.03873,0.01070,,0.01851,0.03841,0.01276,,,0.01000,0.01016,,,0.02718,0.04542,0.03530,0.03796,,0.00993,
DC,1/18/15,0.01153,,,0.01351,0.01450,,,0.01453,0.00850,0.01003,,0.02164,0.01649,0.03214,,0.00953,,,0.00911,,,0.02253,,,0.03003,,0.03309,,0.01491,0.00695,0.00935,0.03964,0.00244,0.03037
DE,1/18/15,,,,,0.14398,,,,,,,,,0.03989,,,,,0.04524,,0.06240,,,,0.04969,,,,,0.06904,0.13920,,,
FL,1/18/15,0.01673,,0.00720,0.03186,0.01578,0.00115,0.00316,0.01318,0.01233,0.02274,0.00082,0.02551,0.00748,0.01312,,0.02248,0.00573,0.01242,0.01818,0.02059,0.00456,0.00409,,0.01250,0.00726,,0.01200,,0.01082,0.01892,0.04069,0.02157,0.00488,0.03305
GA,1/18/15,0.01670,,0.00288,0.02544,0.01260,0.00366,0.00252,0.01683,0.02215,0.01307,,0.05641,0.01194,0.02793,0.00288,0.01933,0.00153,0.00283,0.01320,0.04383,,0.01632,,0.01426,0.01740,,0.01917,,0.03887,0.04229,0.01895,0.01722,0.00354,0.00586
HI,1/18/15,0.03333,,,0.05858,0.04192,,,0.02100,0.04913,,0.00657,0.03127,,0.02323,,0.05512,,,,,,,,0.02845,,,,,,0.08039,,,0.02119,0.02926
IA,1/18/15,0.00885,,,0.01037,0.04453,,,0.03347,,0.05390,,,,,0.03050,,,,,0.02905,,,,,0.01537,,0.02540,,0.11448,0.02135,0.01435,,0.00750,0.04663
ID,1/18/15,,,0.03206,,0.02341,,,0.02346,0.02744,,,,0.01331,,,0.03078,0.01701,,,,0.04058,0.07275,,,,,,,,0.02245,,,,
IL,1/18/15,0.02143,,0.01520,0.02511,0.02219,0.00138,,0.02065,0.01672,0.05482,,0.03785,0.00992,0.02108,0.00651,0.01876,0.00346,0.00214,0.01395,0.03722,0.00550,0.00985,,0.01506,0.01532,,0.01809,0.00293,0.05542,0.02432,0.02043,0.02167,0.00321,0.00885
IN,1/18/15,0.00853,,0.00735,0.01499,0.02146,,0.00644,0.02150,0.01258,0.01484,,0.03202,0.01525,0.02378,,0.00705,0.00390,0.02171,0.01349,0.01400,,0.00834,,0.01457,0.01481,,0.01224,,0.01103,0.02058,0.01383,0.01467,,0.02996
KS,1/18/15,,,,0.01043,0.02240,,,0.02244,,0.04648,,0.03342,,0.01241,,,,,0.02815,,,,,,0.01546,,,,,0.01074,,0.03061,,
KY,1/18/15,0.02719,,,0.02390,0.00855,,,0.03427,0.01002,0.01183,,,0.01945,0.02842,0.01171,,,,0.01074,0.02230,0.02964,,,0.04643,0.02360,,0.03902,,0.03516,0.00820,,,0.00576,
LA,1/18/15,0.00678,,0.02337,,0.00853,,,0.03419,0.01000,0.01180,,0.01273,,0.00945,,0.01122,,,0.04289,0.02226,0.01479,,,0.01158,,,,,0.03509,0.00818,,,0.01150,0.01191
MA,1/18/15,0.02764,,,0.02429,0.02607,0.00252,,0.03193,,0.03006,,0.00865,0.01812,0.01605,0.00794,0.02286,0.00211,,0.04005,0.01512,0.02009,0.00900,,0.01967,,,0.02644,,0.01787,0.02223,0.03361,,0.00976,0.02427
MD,1/18/15,0.01049,,0.00602,0.03276,0.01319,0.00383,,0.01762,0.00515,0.01824,0.00138,0.03280,0.00750,0.02436,0.01807,0.00578,0.00639,0.00593,0.01105,0.08028,,0.00683,,0.00597,0.01821,,0.04012,,0.02712,0.00422,0.01700,0.01202,0.00593,0.01841
ME,1/18/15,,,,0.06510,0.02329,,0.02797,0.02334,0.02730,0.03222,,0.10426,0.01324,0.05162,,0.03063,,,,,,,,0.03162,,,0.10629,,0.04790,,,,0.00785,
MI,1/18/15,0.01883,,0.00811,0.03034,0.02961,0.00516,,0.00890,0.01388,0.02253,,0.07068,0.00168,0.01969,0.01217,0.01557,0.00215,0.00399,0.00372,0.00772,,,,0.02814,0.00409,,0.02027,,0.01218,0.01136,0.06106,,0.00499,0.01240
MN,1/18/15,0.00382,,,0.01789,0.02880,0.01254,,0.02404,0.00563,0.04647,0.00150,0.02865,,0.04255,0.00657,0.04418,0.00698,,0.01206,0.02504,,,,0.02606,0.00663,,0.02190,,0.04935,0.04142,0.08043,0.05248,0.00647,0.00670
MO,1/18/15,0.00389,,,0.02277,0.00978,0.00426,,0.02939,0.01719,0.02028,,0.01459,,0.04334,,0.00643,,0.01978,0.00614,0.06376,0.00847,,,0.01991,0.00675,,0.01115,,0.02010,0.03281,0.01890,,,
MS,1/18/15,0.01161,,0.02000,0.01360,0.01460,,,0.02926,0.01711,0.01010,,0.04358,0.00830,,0.02000,,,,,0.03809,,,,0.01982,,,,,0.06006,0.04201,,0.03992,,
MT,1/18/15,0.03325,,,,,,,,,,,,,0.09267,,,,,,0.21816,,0.06497,,0.05677,0.05772,,,,0.08599,0.04010,,,0.01409,
NC,1/18/15,0.00657,,0.01131,0.04618,0.01928,0.00480,0.00331,0.01104,0.00968,0.02667,0.00259,0.03287,0.01253,0.01526,0.00754,0.02535,0.00400,,0.01384,0.00718,,0.00428,,0.02617,0.00380,,0.01885,0.00508,0.01699,0.02113,0.01775,0.04517,0.00371,0.02307
ND,1/18/15,,,,,,,,,,,0.01480,,0.02685,,,,,,0.05935,0.12320,,,,,,,0.10776,,,0.04529,,,0.01592,
NE,1/18/15,0.02082,,,0.01220,,,,0.02623,,0.08149,,0.01953,0.01489,0.02902,,0.01721,0.01903,,,,,,,0.01777,,,0.02987,,0.02692,0.05022,,,0.00441,0.01828
NH,1/18/15,,,,0.07882,,0.03683,0.02540,,0.02479,,,,0.01203,0.04688,,,,,,0.05518,0.07334,,,,,,0.04826,,,,,,0.01426,
