term,rho2016,rho2015,rho2014,rho2013,w_1_1_2012,w_1_8_2012,w_1_15_2012,w_1_22_2012,w_1_29_2012,w_2_5_2012,w_2_12_2012,w_2_19_2012,w_2_26_2012,w_3_4_2012,w_3_11_2012,w_3_18_2012,w_3_25_2012,w_4_1_2012,w_4_8_2012,w_4_15_2012,w_4_22_2012,w_4_29_2012,w_5_6_2012,w_5_13_2012,w_5_20_2012,w_5_27_2012,w_6_3_2012,w_6_10_2012,w_6_17_2012,w_6_24_2012,w_7_1_2012,w_7_8_2012,w_7_15_2012,w_7_22_2012,w_7_29_2012,w_8_5_2012,w_8_12_2012,w_8_19_2012,w_8_26_2012,w_9_2_2012,w_9_9_2012,w_9_16_2012,w_9_23_2012,w_9_30_2012,w_10_7_2012,w_10_14_2012,w_10_21_2012,w_10_28_2012,w_11_4_2012,w_11_11_2012,w_11_18_2012,w_11_25_2012,w_12_2_2012,w_12_9_2012,w_12_16_2012,w_12_23_2012,w_12_30_2012,w_1_6_2013,w_1_13_2013,w_1_20_2013,w_1_27_2013,w_2_3_2013,w_2_10_2013,w_2_17_2013,w_2_24_2013,w_3_3_2013,w_3_10_2013,w_3_17_2013,w_3_24_2013,w_3_31_2013,w_4_7_2013,w_4_14_2013,w_4_21_2013,w_4_28_2013,w_5_5_2013,w_5_12_2013,w_5_19_2013,w_5_26_2013,w_6_2_2013,w_6_9_2013,w_6_16_2013,w_6_23_2013,w_6_30_2013,w_7_7_2013,w_7_14_2013,w_7_21_2013,w_7_28_2013,w_8_4_2013,w_8_11_2013,w_8_18_2013,w_8_25_2013,w_9_1_2013,w_9_8_2013,w_9_15_2013,w_9_22_2013,w_9_29_2013,w_10_6_2013,w_10_13_2013,w_10_20_2013,w_10_27_2013,w_11_3_2013,w_11_10_2013,w_11_17_2013,w_11_24_2013,w_12_1_2013,w_12_8_2013,w_12_15_2013,w_12_22_2013,w_12_29_2013,w_1_5_2014,w_1_12_2014,w_1_19_2014,w_1_26_2014,w_2_2_2014,w_2_9_2014,w_2_16_2014,w_2_23_2014,w_3_2_2014,w_3_9_2014,w_3_16_2014,w_3_23_2014,w_3_30_2014,w_4_6_2014,w_4_13_2014,w_4_20_2014,w_4_27_2014,w_5_4_2014,w_5_11_2014,w_5_18_2014,w_5_25_2014,w_6_1_2014,w_6_8_2014,w_6_15_2014,w_6_22_2014,w_6_29_2014,w_7_6_2014,w_7_13_2014,w_7_20_2014,w_7_27_2014,w_8_3_2014,w_8_10_2014,w_8_17_2014,w_8_24_2014,w_8_31_2014,w_9_7_2014,w_9_14_2014,w_9_21_2014,w_9_28_2014,w_10_5_2014,w_10_12_2014,w_10_19_2014,w_10_26_2014,w_11_2_2014,w_11_9_2014,w_11_16_2014,w_11_23_2014,w_11_30_2014,w_12_7_2014,w_12_14_2014,w_12_21_2014,w_12_28_2014,w_1_4_2015,w_1_11_2015,w_1_18_2015,w_1_25_2015,w_2_1_2015,w_2_8_2015,w_2_15_2015,w_2_22_2015,w_3_1_2015,w_3_8_2015,w_3_15_2015,w_3_22_2015,w_3_29_2015,w_4_5_2015,w_4_12_2015,w_4_19_2015,w_4_26_2015,w_5_3_2015,w_5_10_2015,w_5_17_2015,w_5_24_2015,w_5_31_2015,w_6_7_2015,w_6_14_2015,w_6_21_2015,w_6_28_2015,w_7_5_2015,w_7_12_2015,w_7_19_2015,w_7_26_2015,w_8_2_2015,w_8_9_2015,w_8_16_2015,w_8_23_2015,w_8_30_2015,w_9_6_2015,w_9_13_2015,w_9_20_2015,w_9_27_2015,w_10_4_2015,w_10_11_2015,w_10_18_2015,w_10_25_2015,w_11_1_2015,w_11_8_2015,w_11_15_2015,w_11_22_2015,w_11_29_2015,w_12_6_2015,w_12_13_2015,w_12_20_2015,w_12_27_2015,w_1_3_2016,w_1_10_2016,w_1_17_2016,w_1_24_2016,w_1_31_2016,w_2_7_2016,w_2_14_2016,w_2_21_2016,w_2_28_2016,w_3_6_2016,w_3_13_2016,w_3_20_2016,w_3_27_2016,w_4_3_2016,w_4_10_2016,w_4_17_2016,w_4_24_2016,w_5_1_2016,w_5_8_2016,w_5_15_2016,w_5_22_2016,w_5_29_2016,w_6_5_2016,w_6_12_2016,w_6_19_2016,w_6_26_2016,w_7_3_2016,w_7_10_2016,w_7_17_2016,w_7_24_2016,w_7_31_2016,w_8_7_2016,w_8_14_2016,w_8_21_2016,w_8_28_2016,w_9_4_2016,w_9_11_2016,w_9_18_2016,w_9_25_2016,w_10_2_2016,w_10_9_2016,w_10_16_2016,w_10_23_2016,w_10_30_2016,w_11_6_2016,w_11_13_2016,w_11_20_2016,w_11_27_2016,w_12_4_2016,w_12_11_2016,year
selfie,-0.592599,-0.759413,-0.432084,0.871254,,,,,,,,,,,,,,,0.0328312,0.0186364,,,,,,,,,,,,,,,,,,,,,,,,0.0140945,0.0165138,0.0189329,0.0213521,0.0237713,0.0175477,0.0175477,0.0175477,0.0175477,0.0128706,0.0161231,0.0137606,0.0137606,0.0137606,0.0145745,0.0153884,0.0162023,0.0170162,0.0204587,0.0123310,0.0138551,0.0212307,0.0122740,0.0123403,0.0124246,0.0142131,0.0220279,0.0168747,0.0152962,0.0125430,0.0207397,0.0189415,0.0170303,0.0174090,0.0233548,0.0191547,0.0305161,0.0173093,0.0193164,0.0241993,0.0181521,0.0252530,0.0288057,0.0299557,0.0265139,0.0175768,0.0169805,0.2128385,0.1085840,0.0699394,0.0460907,0.0441971,0.0426301,0.0524617,0.0491987,0.0500312,0.0637508,0.0539182,0.0607882,0.3409560,0.1741302,0.1557526,0.2089421,0.1321833,0.1128571,0.1624753,0.1112932,0.1001496,0.1069696,0.0919501,0.0814897,0.0903747,0.0955052,0.1107056,0.1684103,0.1526914,0.1563499,0.1936931,0.1833258,0.1751185,0.1519428,0.1457392,0.1574079,0.1235446,0.1306891,0.1985622,0.1340327,0.1278039,0.1129935,0.0781269,0.0815660,0.0818448,0.0855657,0.0979326,0.0828001,0.0630875,0.1064337,0.0743945,0.0883031,0.0847780,0.0835127,0.0840606,0.0871158,0.0958747,0.1103961,0.0933206,0.0946634,0.0882454,0.1036548,0.1088814,0.1038783,0.0928375,0.0768886,0.0946166,0.0820118,0.0968282,0.0886972,0.0904973,0.0788593,0.0765845,0.0821146,0.0719299,0.0840913,0.0726990,0.0638854,0.0783221,0.0739301,0.0683724,0.0662070,0.0812854,0.0807236,0.0856354,0.0792798,0.0915530,0.0710665,0.0696576,0.0757284,0.0951261,0.0799095,0.0777742,0.0738682,0.0607311,0.0677349,0.0772827,0.0679380,0.0692707,0.0647176,0.0738988,0.0512630,0.0618655,0.0523742,0.0579962,0.0778373,0.0550284,0.0578466,0.0612634,0.0671720,0.0720375,0.0638764,0.0450655,0.0618120,0.0569359,0.0482816,0.0554678,0.0592664,0.0449474,0.0547008,0.0392327,0.0574590,0.0450526,0.0587563,0.0533119,0.0530768,0.0530222,0.0519561,0.0516547,0.0417864,0.0597392,0.0462272,0.1225016,0.0454839,0.0409459,0.0473193,0.0446415,0.0394133,0.0454359,0.0588165,0.0505636,0.0436277,0.0571903,0.0401846,0.0428749,0.0369293,0.0354956,0.0425100,0.0357305,0.0422876,0.0261747,0.0453031,0.0368244,0.0301809,0.0291122,0.0324048,0.0368977,0.0344043,0.0404464,0.0494880,0.0360001,0.0449601,0.0328068,0.0428376,0.0468485,0.0447595,0.0478544,0.0292203,0.0430794,0.0380324,0.0340069,0.0427789,0.0318439,2013
bae,-0.813013,-0.63246,0.917442,0.866302,0.0322197,0.0305662,0.0148820,0.0148820,0.0149369,0.0149919,0.0149580,0.0149580,0.0171667,0.0193882,0.0149926,0.0151582,0.0160541,0.0169499,0.0178458,0.0149271,0.0203869,0.0184711,0.0184711,0.0151699,0.0155118,0.0158537,0.0171018,0.0230174,0.0154284,0.0152155,0.0158511,0.0149324,0.0149983,0.0150641,0.0166773,0.0182905,0.0187700,0.0192496,0.0197291,0.0202086,0.0178207,0.0175832,0.0175832,0.0175832,0.0137451,0.0180998,0.0202824,0.0170001,0.0136572,0.0136572,0.0143031,0.0159152,0.0225780,0.0128508,0.0140348,0.0152188,0.0307618,0.0159552,0.0166789,0.0174026,0.0139949,0.0155783,0.0171616,0.0174793,0.0197275,0.0138487,0.0169571,0.0200655,0.0210570,0.0219323,0.0214964,0.0153341,0.0234865,0.0197311,0.0210252,0.0223859,0.0158760,0.0255817,0.0554233,0.0537191,0.0454874,0.0569573,0.0632744,0.0630611,0.0421527,0.0544801,0.0546344,0.0361009,0.0500529,0.0520728,0.0540528,0.0418069,0.0450233,0.0431356,0.0370406,0.0467435,0.0525212,0.0605580,0.0521461,0.0486466,0.0769883,0.0838251,0.0617741,0.0797431,0.0808474,0.0818995,0.0861749,0.1141669,0.1127063,0.1261066,0.0876314,0.1217193,0.1150862,0.1040310,0.1362251,0.1024021,0.1449792,0.1505621,0.1801601,0.2250900,0.2346804,0.1970007,0.2172432,0.2964972,0.2521104,0.2587736,0.2564171,0.2816964,0.2905790,0.3214369,0.3458912,0.3452339,0.3735918,0.3710257,0.6302805,0.6777039,0.5482958,0.5783498,0.4653623,0.5184743,0.4301940,0.6137277,0.6882604,0.7830951,0.9850814,0.9921592,0.9384211,0.8962550,0.9612947,0.8763015,0.9687089,0.9021612,0.8645433,0.9730228,1.0000000,0.7038759,0.9843004,0.8960447,0.7431040,0.5026713,0.7052218,0.7924019,0.8722640,0.7672513,0.8096817,0.7187825,0.7082740,0.7450567,0.7729531,0.7378468,0.7415839,0.7128763,0.7051076,0.6711909,0.5920066,0.4786994,0.4247848,0.3899295,0.3237910,0.3561690,0.3799912,0.3554510,0.3138899,0.2762451,0.3282131,0.2839495,0.2667376,0.2086826,0.2763382,0.2801354,0.2458960,0.2589544,0.2856618,0.3068825,0.3233067,0.2890613,0.3163467,0.3370260,0.2898532,0.3364402,0.3596923,0.3345260,0.3713117,0.3979602,0.3512945,0.2849655,0.3505188,0.3176433,0.3278592,0.3465906,0.3598521,0.2492511,0.2938631,0.3572283,0.3272289,0.2878969,0.3127484,0.3083479,0.3027656,0.2910218,0.2516039,0.2295944,0.2122935,0.2141952,0.1980299,0.2211804,0.2092672,0.2060581,0.1752213,0.2423842,0.2463815,0.2214670,0.1888847,0.1877750,0.1717701,0.1532189,0.1529570,0.1528134,0.1654722,0.1727741,0.1321335,0.1382854,0.1318156,0.1264611,0.1087625,0.1409650,0.1412378,0.1430710,0.1438845,0.1921478,0.1811971,0.1630821,0.1642561,0.1552443,0.1656933,0.1693013,0.1427657,0.1277667,0.1562153,0.1151787,0.1427567,0.1671503,0.1712360,2013
turn.up,-0.440271,-0.0747033,-0.749765,0.79971,,,,0.0186174,0.0186053,0.0186053,0.0186053,0.0261240,0.0204472,0.0172243,0.0190376,0.0208508,0.0266411,0.0290425,0.0199476,0.0201789,0.0204102,0.0337012,0.0259908,0.0265030,0.0362145,0.0198291,0.0170961,0.0191275,0.0192378,0.0288534,0.0298774,0.0187428,0.0224004,0.0225261,0.0222323,0.0148535,0.0222376,0.0224373,0.0207342,0.0244202,0.0213538,0.0271434,0.0247615,0.0279537,0.0137682,0.0271762,0.0213627,0.0191925,0.0288483,0.0376889,0.0250089,0.0276937,0.0279568,0.0247437,0.0226100,0.0202334,0.0298050,0.0223400,0.0304149,0.0427960,0.0216877,0.0275941,0.0196954,0.0277637,0.0274208,0.0328125,0.0349038,0.0442290,0.0421054,0.0317079,0.0306880,0.0387674,0.0324442,0.0519091,0.0473047,0.0415557,0.0518633,0.0578471,0.0725211,0.0590881,0.0519859,0.0429883,0.0804953,0.0769625,0.0632263,0.0769312,0.0674928,0.0467258,0.0425964,0.0658928,0.0769252,0.0689985,0.0460095,0.0732439,0.0628003,0.0548845,0.0824072,0.0831426,0.0736038,0.0729393,0.0549865,0.0648792,0.0666727,0.0584744,0.0484853,0.0730150,0.0872042,0.0871086,0.0978220,0.0733244,0.0623017,0.0593985,0.0613788,0.0652643,0.0609708,0.0589332,0.0644322,0.0514302,0.0584257,0.0655714,0.0543061,0.0739878,0.0565065,0.0533376,0.0585647,0.0515485,0.0558684,0.0519266,0.0578890,0.0659114,0.0634006,0.0461854,0.0455264,0.0525145,0.0354710,0.0405231,0.0334613,0.0403041,0.0470967,0.0330704,0.0270913,0.0268481,0.0323930,0.0451059,0.0383611,0.0366161,0.0355992,0.0461456,0.0332981,0.0447285,0.0383755,0.0342387,0.0471835,0.0409635,0.0412088,0.0373688,0.0413174,0.0384522,0.0539931,0.0228316,0.0381627,0.0399945,0.0304662,0.0337275,0.0318919,0.0319043,0.0343677,0.0371487,0.0392041,0.0294170,0.0248946,0.0357764,0.0267303,0.0262166,0.0267983,0.0264575,0.0295033,0.0297494,0.0217918,0.0346031,0.0313832,0.0270618,0.0270899,0.0242601,0.0195040,0.0264370,0.0285726,0.0391931,0.0204601,0.0231408,0.0222431,0.0205352,0.0298232,0.0301253,0.0219098,0.0465287,0.0374690,0.0263336,0.0327889,0.0403564,0.0407702,0.0230610,0.0389789,0.0334821,0.0264649,0.0370192,0.0282864,0.0241778,0.0273959,0.0378308,0.0289467,0.0263686,0.0312302,0.0278611,0.0227391,0.0280765,0.0334331,0.0331058,0.0354339,0.0340679,0.0379748,0.0388811,0.0292597,0.0222800,0.0239875,0.0246815,0.0380456,0.0240567,0.0261377,0.0270322,0.0262925,0.0317619,0.0256135,0.0206356,0.0193217,0.0242990,0.0301464,0.0152803,0.0212351,0.0257335,0.0163809,0.0276586,0.0234900,0.0279822,0.0252757,0.0212571,0.0206464,0.0219760,0.0222906,0.0262921,0.0250242,0.0260058,0.0252310,0.0234927,0.0249532,0.0358458,0.0259528,0.0185333,0.0230718,0.0313031,0.0291402,0.0288397,0.0278784,2013
red.nose,-0.310226,-0.270661,-0.670852,0.709469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129164,,,,,,,,,,0.0123024,,,,,,,,,,,,0.0403932,0.0390439,0.0454870,0.0467692,0.0600115,0.0248316,0.0353580,0.0321030,0.0394541,0.0357312,0.0319777,0.0406006,0.0381431,0.0265545,0.0307442,0.0362896,0.0354363,0.0399416,0.0390187,0.0400284,0.0405304,0.0410847,0.0624687,0.0428183,0.0404262,0.0438657,0.0407927,0.0450113,0.0392564,0.0341442,0.0403484,0.0388739,0.0375583,0.0360684,0.0350887,0.0213708,0.0320396,0.0306100,0.0274541,0.0284811,0.0318557,0.0255184,0.0256488,0.0233040,0.0253755,0.0183610,0.0201997,0.0204075,0.0147803,0.0177868,0.0130901,0.0149214,0.0118438,0.0163143,0.0213677,0.0154732,0.0138553,0.0139462,0.0174146,0.0137734,0.0137734,0.0137734,0.0154999,0.0172264,0.0133815,0.0133815,0.0133815,0.0133815,0.0128626,0.0128626,0.0128626,0.0128185,0.0161246,0.0127416,0.0127416,0.0160014,0.0192613,0.0125095,0.0128015,0.0130935,0.0133855,0.0136776,0.0139696,0.0164841,0.0152634,0.0154299,0.0155964,0.0126795,0.0126795,0.0124210,0.0133691,0.0143172,0.0152654,0.0150098,0.0123801,0.0123801,0.0158387,0.0125165,0.0125165,0.0125165,0.0125165,0.0125165,0.0158983,0.0206499,0.0208218,0.0703888,0.0187777,0.0138663,0.0138663,0.0145057,0.0151451,0.0157846,0.0164241,0.0170635,,,,,,,0.0161406,0.0126985,0.0126985,0.0123729,0.0123729,,,,,,0.0123409,0.0210522,0.0146687,0.0146687,0.0149884,0.0154740,0.0118618,0.0118618,0.0118618,0.0118618,0.0113263,0.0113263,0.0113263,0.0115075,0.0164995,0.0111199,0.0111199,0.0114109,0.0116908,0.0119708,0.0118735,0.0168159,0.0115195,0.0159840,0.0129912,0.0116085,0.0236505,0.0210008,0.0905760,0.0192949,0.0128133,0.0128133,,,,,,,,,,,,,0.0119444,0.0119721,0.0119998,0.0118104,0.0118104,0.0118104,0.0118104,,,0.0118964,0.0138791,0.0159219,0.0179047,,2013
emoji,0.0216466,0.734398,0.702467,0.681892,,,0.0190026,0.0148922,0.0148922,0.0148922,0.0156619,0.0164316,0.0172013,0.0179711,0.0187408,0.0151674,0.0197097,0.0242521,0.0287944,0.0333367,0.0149237,0.0146534,0.0187531,0.0228528,0.0156283,0.0156283,0.0153411,0.0153411,0.0174211,0.0152155,0.0277394,0.0186108,0.0150071,0.0150071,0.0147882,0.0153784,0.0159687,0.0186615,0.0237231,0.0184257,0.0213577,0.0212516,0.0306661,0.0256244,0.0257899,0.0203646,0.0146147,0.0271011,0.0232874,0.0215644,0.0262078,0.0330252,0.0247350,0.0225958,0.0260058,0.0322168,0.0224221,0.0287339,0.0316142,0.0316493,0.0299507,0.0368570,0.0228089,0.0288096,0.0304733,0.0307670,0.0318131,0.0257152,0.0168396,0.0336195,0.0265977,0.0346830,0.0314113,0.0280391,0.0378560,0.0341088,0.0476477,0.0545281,0.0629217,0.0515667,0.0509395,0.0472911,0.0494447,0.0406406,0.0473983,0.0694569,0.0492834,0.0562823,0.0457947,0.0531376,0.0520002,0.0501753,0.0600377,0.0491662,0.0494090,0.0447303,0.0339991,0.0431190,0.0439699,0.0486428,0.0399988,0.0449207,0.0529614,0.0478359,0.0589652,0.0434206,0.0626057,0.0588679,0.0563633,0.0645439,0.0447927,0.0681723,0.0604235,0.0693590,0.0676382,0.0714925,0.0663272,0.0648023,0.0642850,0.0694906,0.0795262,0.0691895,0.0759903,0.0681771,0.0923250,0.0758984,0.0858199,0.0799293,0.0764668,0.0718290,0.1072153,0.1016210,0.1494566,0.1831876,0.2202389,0.2281278,0.1915566,0.1704795,0.1677229,0.1017070,0.1287154,0.1466555,0.1296100,0.1265698,0.1151204,0.1227882,0.1251711,0.1266185,0.1385575,0.1257112,0.1192577,0.1273713,0.1352704,0.1250575,0.1246898,0.1313788,0.1058551,0.1289221,0.1234275,0.1243636,0.1240169,0.1274290,0.1408154,0.1454893,0.1327397,0.1410402,0.1446031,0.1248809,0.1910921,0.1491045,0.1691030,0.1704801,0.2047075,0.1813839,0.2895029,0.2477274,0.2307828,0.2369227,0.1864670,0.2308531,0.2253051,0.2247769,0.1704963,0.1849493,0.1939352,0.1690201,0.1952997,0.1891322,0.1682859,0.1470298,0.1947199,0.2168040,0.1881769,0.2120430,0.1972843,0.2349574,0.2105650,0.2580658,0.2803740,0.2629451,0.2551452,0.2485908,0.3119252,0.3430986,0.2699003,0.2592747,0.3597013,0.2659991,0.2545023,0.2749323,0.2575004,0.2301375,0.2186731,0.3211822,0.3055673,0.2848718,0.2970343,0.2866622,0.2625612,0.2608801,0.2830711,0.2833414,0.2784711,0.2616654,0.2510421,0.3071024,0.3045008,0.2995247,0.2953886,0.3177797,0.3096908,0.3228116,0.3357204,0.2755493,0.2887964,0.2863402,0.2639473,0.2445376,0.2303731,0.2105457,0.2075644,0.1969760,0.2078240,0.2048877,0.1929006,0.2495743,0.2858199,0.2694317,0.2814975,0.3307732,0.3475231,0.2771553,0.3056904,0.2738556,0.3055769,0.3217932,0.3245817,0.2897667,0.3146536,0.2314389,0.3040189,0.2546910,0.3553897,2013
turnt,-0.554117,0.541535,-0.183301,0.64612,,,,,,,,,,,,,,,,,,,0.0184879,0.0151462,0.0151462,0.0170803,0.0190145,0.0191681,0.0193217,0.0152247,0.0239538,0.0187687,0.0146273,0.0146273,0.0146273,0.0146273,0.0146273,0.0164874,0.0183475,0.0164545,0.0142644,0.0176993,0.0176718,0.0140496,0.0137705,0.0135350,0.0160748,0.0186147,0.0166174,0.0154034,0.0143731,0.0127690,0.0208887,0.0186261,0.0186261,0.0189735,0.0412422,0.0159466,0.0157189,0.0237418,0.0340896,0.0184134,0.0139346,0.0215679,0.0263945,0.0317909,0.0297630,0.0308536,0.0273300,0.0451471,0.0449893,0.0336371,0.0491731,0.0518868,0.0430690,0.0553882,0.0486590,0.0633621,0.0596765,0.0451025,0.0433010,0.0676755,0.0965531,0.0769306,0.0821368,0.0757776,0.0706399,0.0817330,0.0787469,0.0690526,0.0852232,0.0668613,0.0579862,0.0561751,0.0565750,0.0589305,0.0514401,0.0472008,0.0500455,0.0567058,0.0489576,0.0648239,0.0421448,0.0446136,0.0551287,0.0611427,0.0676520,0.0693956,0.1253513,0.0625390,0.0437977,0.0428251,0.0431370,0.0305892,0.0476281,0.0366673,0.0407132,0.0419118,0.0438004,0.0410701,0.0552461,0.0470445,0.0525709,0.0493876,0.0515751,0.0437399,0.0618162,0.0409273,0.0512997,0.0611859,0.0449221,0.0507622,0.0280144,0.0688158,0.0403442,0.0648143,0.0322912,0.0368077,0.0459146,0.0453192,0.0270711,0.0413923,0.0323791,0.0340679,0.0521705,0.0333606,0.0355859,0.0707763,0.0525893,0.0372606,0.0404113,0.0470870,0.0314262,0.0451464,0.0316750,0.0475211,0.0332447,0.0332402,0.0374386,0.0456143,0.0547947,0.0222059,0.0262579,0.0221329,0.0246718,0.0283891,0.0353644,0.0216556,0.0281413,0.0212898,0.0279895,0.0420875,0.0290599,0.0294735,0.0278463,0.0275046,0.0305465,0.0276014,0.0305033,0.0428514,0.0352509,0.0270590,0.0293294,0.0381085,0.0297942,0.0402021,0.0261588,0.0311023,0.0340725,0.0335299,0.0386809,0.0296442,0.0252216,0.0334535,0.0405288,0.0497690,0.0451630,0.0336866,0.0359228,0.0361956,0.0344822,0.0314308,0.0328039,0.0375292,0.0305222,0.0349442,0.0272563,0.0406335,0.0293469,0.0348247,0.0310039,0.0407103,0.0601044,0.0391907,0.0345730,0.0320701,0.0294731,0.0255316,0.0306396,0.0311147,0.0341744,0.0286967,0.0292267,0.0300272,0.0409680,0.0246669,0.0313669,0.0461864,0.0319177,0.0308779,0.0243190,0.0248147,0.0270996,0.0340349,0.0321798,0.0295610,0.0268974,0.0207349,0.0290535,0.0274401,0.0230042,0.0276446,0.0234388,0.0413839,0.0212955,0.0201193,0.0249816,0.0260799,0.0330152,0.0343698,0.0260178,0.0230120,0.0248638,0.0255247,0.0194460,0.0198986,0.0269429,0.0248829,0.0240932,0.0368908,0.0272175,0.0587009,0.0507700,2013
sapiosexual,-0.714462,0.0776061,0.603688,0.574661,,0.0228745,0.0150129,0.0150129,0.0150129,0.0150129,0.0147781,0.0161146,0.0174509,0.0187873,0.0201238,0.0214602,0.0263744,0.0152927,0.0160065,0.0167203,0.0260069,0.0148221,0.0150030,0.0151840,0.0153650,0.0151332,0.0151332,0.0267221,0.0230690,0.0230690,0.0224140,0.0224140,0.0185842,0.0275296,0.0197972,0.0149738,0.0149738,0.0149738,0.0201520,0.0146128,0.0213692,0.0164867,0.0164867,0.0232835,0.0251549,0.0305346,0.0449380,0.0236706,0.0221499,0.0202484,0.0178465,0.0159989,0.0129010,0.0140892,0.0152775,0.0189669,0.0154495,0.0191065,0.0230667,0.0174366,0.0138618,0.0194389,0.0217550,0.0248375,0.0273179,0.0133216,0.0138549,0.0138427,0.0210174,0.0221891,0.0204468,0.0163041,0.0198598,0.0139388,0.0189052,0.0213072,0.0190379,0.0216675,0.0255673,0.0279008,0.0178671,0.0242019,0.0155238,0.0272146,0.0210494,0.0181469,0.0254199,0.0190875,0.0223449,0.0207921,0.0166164,0.0187913,0.0209878,0.0270720,0.0164479,0.0142154,0.0247069,0.0235853,0.0367639,0.0334065,0.0599743,0.0428781,0.0499682,0.0563080,0.0532130,0.0364788,0.0461244,0.0470531,0.0424844,0.0361322,0.0252830,0.0321147,0.0278028,0.0305655,0.0180979,0.0279811,0.0340910,0.0295137,0.0360150,0.0312896,0.0271337,0.0268934,0.0233747,0.0286192,0.0287706,0.0330432,0.0398971,0.0379231,0.0305570,0.0388203,0.0345466,0.0276705,0.0419585,0.0571299,0.0586382,0.0474087,0.0472542,0.0425935,0.0309858,0.0404041,0.0349805,0.0324272,0.0490768,0.0428581,0.0532221,0.0387511,0.0301646,0.0396784,0.0279286,0.0361831,0.0361733,0.0342179,0.0356039,0.0419546,0.0432838,0.0554380,0.0563831,0.0602474,0.0396212,0.0392889,0.0452777,0.0536517,0.0409280,0.0473935,0.0482932,0.0385192,0.0484692,0.0432778,0.0522360,0.0507119,0.0383472,0.0441675,0.0569313,0.0447488,0.0299984,0.0232577,0.0463343,0.0456374,0.0370454,0.0406153,0.0291099,0.0446615,0.0552759,0.0461953,0.0389874,0.0413379,0.0523089,0.0610645,0.0454669,0.0450911,0.0443296,0.0387688,0.0412611,0.0401571,0.0547003,0.0551594,0.0462333,0.0536543,0.0359030,0.0392752,0.0417864,0.0429921,0.0399649,0.0537090,0.0386457,0.0513918,0.0544908,0.0571215,0.0498456,0.0447817,0.0392552,0.0419017,0.0508306,0.0464337,0.0414619,0.0621226,0.0589378,0.0557521,0.0420900,0.0447209,0.0531087,0.0508430,0.0452675,0.0425995,0.0479706,0.0424352,0.0408746,0.0384463,0.0415631,0.0463371,0.0437444,0.0456537,0.0391468,0.0278415,0.0536179,0.0422363,0.0301442,0.0392485,0.0469263,0.0537282,0.0316478,0.0386900,0.0501938,0.0335291,0.0380871,0.0335501,0.0401598,0.0292205,0.0404687,0.0242546,0.0350295,0.0369717,0.0407816,0.0398043,0.0318968,0.0318487,0.0249285,0.0224154,0.0340669,0.0290801,0.0334661,0.0347879,0.0358093,2013
